CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level Hispanic,Below Grade Level Asian,Below Grade Level Black,Below Grade Level White,Approach Grade Level Hispanic,Approach Grade Level Asian,Approach Grade Level Black,Approach Grade Level White,Meet Grade Level Hispanic,Meet Grade Level Asian,Meet Grade Level Black,Meet Grade Level White,Master Grade Level Hispanic,Master Grade Level Asian,Master Grade Level Black,Master Grade Level White
108913114,WESLACO ISD,CLECKLER-HEALD,3,INDEPENDENT,1601 W SUGARCANE,WESLACO,78596,11.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
108913117,WESLACO ISD,PFC MARIO YBARR,3,INDEPENDENT,1800 E MILE 10 N,WESLACO,78596,18.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
108914101,LA VILLA ISD,JOSE BERNABE MU,3,INDEPENDENT,810 N COTTONWOOD,LA VILLA,78562-0009,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
108915101,MONTE ALTO ISD,MONTE ALTO ELEM,3,INDEPENDENT,25149 FIRST ST,MONTE ALTO,78538-9719,9.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
108916102,VALLEY VIEW ISD,VALLEY VIEW ELE,3,INDEPENDENT,9701 S JACKSON RD,PHARR,78577,2.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
108916103,VALLEY VIEW ISD,VALLEY VIEW NOR,3,INDEPENDENT,9701 S JACKSON RD,PHARR,78577-9705,5.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
108916104,VALLEY VIEW ISD,WILBUR E. LUCAS,3,INDEPENDENT,9701 S JACKSON RD,PHARR,78577,3.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
108916105,VALLEY VIEW ISD,VALLEY VIEW SOU,3,INDEPENDENT,9701 S JACKSON RD,PHARR,78577,4.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
109901001,ABBOTT ISD,ABBOTT SCHOOL,3,INDEPENDENT,219 S FIRST ST,ABBOTT,76621-0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0
109902001,BYNUM ISD,BYNUM SCHOOL,3,INDEPENDENT,704 TOLIVER,BYNUM,76631-0068,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0
109903001,COVINGTON ISD,COVINGTON SCHOO,3,INDEPENDENT,501 N MAIN ST,COVINGTON,76636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0
109904109,HILLSBORO ISD,HILLSBORO INTER,3,INDEPENDENT,1000 OLD BYNUM RD,HILLSBORO,76645,7.0,0.0,4.0,4.0,57.0,0.0,9.0,34.0,38.0,0.0,5.0,27.0,15.0,0.0,0.0,15.0
109905101,HUBBARD ISD,HUBBARD ELEM.,3,INDEPENDENT,1801 W HWY 31,HUBBARD,76648,2.0,0.0,0.0,5.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0
109907101,ITASCA ISD,ITASCA ELEM.,3,INDEPENDENT,300 N FILES,ITASCA,76055-2333,12.0,0.0,1.0,6.0,10.0,0.0,4.0,16.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0
109908101,MALONE ISD,MALONE ELEM.,3,INDEPENDENT,202 W APPLE,MALONE,76660-0038,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109910101,MOUNT CALM ISD,MOUNT CALM ISD,3,INDEPENDENT,200 N COATES E,MOUNT CALM,76673-0105,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0
109911102,WHITNEY ISD,WHITNEY INTERME,3,INDEPENDENT,301 S SAN JACINTO,WHITNEY,76692-0518,7.0,0.0,0.0,31.0,12.0,0.0,0.0,50.0,7.0,0.0,0.0,23.0,4.0,0.0,0.0,7.0
109912001,AQUILLA ISD,AQUILLA SCHOOL,3,INDEPENDENT,404 N RICHARDS,AQUILLA,76622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0
109913001,BLUM ISD,BLUM ISD,3,INDEPENDENT,310 S AVE F,BLUM,76627-0520,0.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0
109914001,PENELOPE ISD,PENELOPE SCHOOL,3,INDEPENDENT,309 AVE D,PENELOPE,76676-0068,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
110901001,ANTON ISD,ANTON SCHOOL,3,INDEPENDENT,100 ELLWOOD BLVD,ANTON,79313-0309,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110902104,LEVELLAND ISD,CAPITOL ELEM.,3,INDEPENDENT,401 ELLIS ST,LEVELLAND,79336,31.0,0.0,0.0,9.0,61.0,0.0,0.0,20.0,21.0,0.0,0.0,11.0,5.0,0.0,0.0,4.0
110902105,LEVELLAND ISD,SOUTH ELEM.,3,INDEPENDENT,1500 AVE C,LEVELLAND,79336-6157,13.0,0.0,0.0,6.0,50.0,0.0,0.0,11.0,25.0,0.0,0.0,7.0,7.0,0.0,0.0,4.0
110905001,ROPES ISD,ROPES SCHOOL,3,INDEPENDENT,304 RANCH,ROPESVILLE,79358-0008,3.0,0.0,0.0,4.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0
110906101,SMYER ISD,SMYER ELEM.,3,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,5.0,0.0,0.0,11.0,3.0,0.0,0.0,6.0
110907101,SUNDOWN ISD,SUNDOWN ELEM.,3,INDEPENDENT,701 SCHOOL ST,SUNDOWN,79372,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,15.0,0.0,0.0,11.0,5.0,0.0,0.0,6.0
110908001,WHITHARRAL ISD,WHITHARRAL SCHO,3,INDEPENDENT,201 2ND ST,WHITHARRAL,79380-0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
111901102,GRANBURY ISD,ACTON ELEM.,3,INDEPENDENT,3200 ACTON RD,GRANBURY,76049-9781,2.0,0.0,0.0,20.0,19.0,0.0,0.0,89.0,8.0,0.0,0.0,60.0,2.0,0.0,0.0,31.0
111901105,GRANBURY ISD,NETTIE BACCUS E,3,INDEPENDENT,901 LOOP 567,GRANBURY,76048-9806,13.0,0.0,0.0,22.0,16.0,0.0,0.0,35.0,9.0,0.0,0.0,15.0,6.0,0.0,0.0,10.0
111901106,GRANBURY ISD,OAK WOODS SCHOO,3,INDEPENDENT,311 DAVIS RD,GRANBURY,76049-0150,2.0,0.0,0.0,9.0,9.0,0.0,0.0,56.0,6.0,0.0,0.0,35.0,3.0,0.0,0.0,23.0
111901107,GRANBURY ISD,MAMBRINO SCHOOL,3,INDEPENDENT,3835 MAMBRINO HWY,GRANBURY,76048-6624,6.0,0.0,0.0,11.0,13.0,0.0,0.0,61.0,8.0,0.0,0.0,40.0,2.0,0.0,0.0,21.0
111901108,GRANBURY ISD,JOHN AND LYNN B,3,INDEPENDENT,1520 S MEADOWS,GRANBURY,76048,10.0,0.0,0.0,20.0,39.0,0.0,0.0,51.0,19.0,0.0,0.0,25.0,6.0,0.0,0.0,15.0
111902102,LIPAN ISD,LIPAN ELEM.,3,INDEPENDENT,211 N KICKAPOO,LIPAN,76462-2429,1.0,0.0,0.0,3.0,4.0,0.0,0.0,26.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0
111903101,TOLAR ISD,TOLAR ELEM.,3,INDEPENDENT,300 HILL CITY HWY,TOLAR,76476,1.0,0.0,0.0,6.0,6.0,0.0,0.0,35.0,2.0,0.0,0.0,24.0,1.0,0.0,0.0,11.0
112901104,SULPHUR SPRINGS,LAMAR PRIMARY,3,INDEPENDENT,825 CHURCH ST,SULPHUR SPRINGS,75482,6.0,0.0,5.0,13.0,9.0,0.0,7.0,22.0,1.0,0.0,4.0,13.0,0.0,0.0,0.0,5.0
112901105,SULPHUR SPRINGS,TRAVIS PRIMARY,3,INDEPENDENT,130 GARRISON ST,SULPHUR SPRINGS,75482,15.0,0.0,2.0,23.0,36.0,0.0,3.0,27.0,14.0,0.0,0.0,16.0,3.0,0.0,0.0,6.0
112901106,SULPHUR SPRINGS,BOWIE PRIMARY,3,INDEPENDENT,1400 MOCKINGBIRD LN,SULPHUR SPRINGS,75482,4.0,0.0,5.0,22.0,14.0,0.0,5.0,68.0,9.0,0.0,1.0,36.0,4.0,0.0,0.0,17.0
112905101,CUMBY ISD,CUMBY ELEM.,3,INDEPENDENT,201 DONELTON ST,CUMBY,75433,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0
112906101,NORTH HOPKINS I,NORTH HOPKINS E,3,INDEPENDENT,1994 FM 71 W,SULPHUR SPRINGS,75482-9742,2.0,0.0,0.0,12.0,5.0,0.0,0.0,21.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0
112907001,MILLER GROVE IS,MILLER GROVE SC,3,INDEPENDENT,7819 FM 275 S,CUMBY,75433-9711,2.0,0.0,0.0,5.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0
112908001,COMO-PICKTON CI,COMO-PICKTON SC,3,INDEPENDENT,13017 TX HWY 11 E,COMO,75431-0018,10.0,0.0,0.0,3.0,13.0,0.0,0.0,28.0,5.0,0.0,0.0,17.0,2.0,0.0,0.0,9.0
112909001,SALTILLO ISD,SALTILLO SCHOOL,3,INDEPENDENT,150 COUNTY RD 3534,SALTILLO,75478-0269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0
112910001,SULPHUR BLUFF I,SULPHUR BLUFF I,3,INDEPENDENT,1027 CR 3550,SULPHUR BLUFF,75481-0030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0
113901102,CROCKETT ISD,CROCKETT ELEM.,3,INDEPENDENT,1400 W LOOP 304,CROCKETT,75835-2189,15.0,0.0,18.0,5.0,22.0,0.0,23.0,3.0,8.0,0.0,7.0,1.0,5.0,0.0,3.0,1.0
113902102,GRAPELAND ISD,GRAPELAND ELEM.,3,INDEPENDENT,210 THIRD ST,GRAPELAND,75844-0249,0.0,0.0,6.0,7.0,0.0,0.0,5.0,16.0,0.0,0.0,3.0,13.0,0.0,0.0,2.0,3.0
113903102,LOVELADY ISD,LOVELADY ELEM.,3,INDEPENDENT,11839 TX ST HWY 19 S,LOVELADY,75851,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,9.0
113905101,LATEXO ISD,LATEXO ELEM.,3,INDEPENDENT,298 F M 2663,LATEXO,75849-0975,0.0,0.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0
113906101,KENNARD ISD,KENNARD ELEM.,3,INDEPENDENT,304 HWY SEVEN E,KENNARD,75847-0038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0
114901113,BIG SPRING ISD,WASHINGTON ELEM,3,INDEPENDENT,1201 BIRDWELL LN,BIG SPRING,79720-0213,66.0,1.0,6.0,17.0,115.0,4.0,16.0,56.0,52.0,4.0,5.0,34.0,16.0,2.0,2.0,21.0
114902101,COAHOMA ISD,COAHOMA ELEM.,3,INDEPENDENT,600 N MAIN,COAHOMA,79511-0110,16.0,0.0,0.0,18.0,23.0,0.0,0.0,33.0,9.0,0.0,0.0,16.0,4.0,0.0,0.0,8.0
114904101,FORSAN ISD,FORSAN ELEM.,3,INDEPENDENT,500 W MAIN ST,BIG SPRING,79733,2.0,0.0,0.0,2.0,14.0,0.0,0.0,31.0,8.0,0.0,0.0,21.0,2.0,0.0,0.0,11.0
115901101,FORT HANCOCK IS,BENITO MARTINEZ,3,INDEPENDENT,100 SCHOOL DR,FT HANCOCK,79839-0098,8.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0
115902001,SIERRA BLANCA I,SIERRA BLANCA S,3,INDEPENDENT,500 SIERRA BLANCA AVE,SIERRA BLANCA,79851-0308,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115903001,DELL CITY ISD,DELL CITY SCHOO,3,INDEPENDENT,110 N MAIN,DELL CITY,79837-0037,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116901101,CADDO MILLS ISD,FRANCES AND JEA,3,INDEPENDENT,2702 GILMER,CADDO MILLS,75135-0160,1.0,0.0,0.0,7.0,11.0,0.0,0.0,57.0,5.0,0.0,0.0,36.0,3.0,0.0,0.0,16.0
116901102,CADDO MILLS ISD,KATHRYN GRIFFIS,3,INDEPENDENT,3639 FM 1565,CADDO MILLS,75135,0.0,0.0,0.0,0.0,14.0,0.0,0.0,55.0,13.0,0.0,0.0,46.0,5.0,0.0,0.0,29.0
116902101,CELESTE ISD,CELESTE ELEM.,3,INDEPENDENT,605 W COCKRELL ST,CELESTE,75423-0067,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
116903104,COMMERCE ISD,ALBERT C. WILLI,3,INDEPENDENT,615 CULVER,COMMERCE,75428-1251,10.0,0.0,21.0,10.0,9.0,0.0,14.0,35.0,4.0,0.0,3.0,24.0,2.0,0.0,1.0,13.0
116905102,GREENVILLE ISD,BOWIE ELEM.,3,INDEPENDENT,6005 STONEWALL ST,GREENVILLE,75402-6739,23.0,0.0,3.0,12.0,18.0,0.0,6.0,28.0,3.0,0.0,2.0,17.0,1.0,0.0,1.0,7.0
116905103,GREENVILLE ISD,CROCKETT ELEM.,3,INDEPENDENT,1316 WOLFE CITY DR,GREENVILLE,75401-2173,8.0,0.0,2.0,7.0,9.0,0.0,3.0,3.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0
116905104,GREENVILLE ISD,CARVER ELEM.,3,INDEPENDENT,2110 COLLEGE ST,GREENVILLE,75401,34.0,0.0,8.0,2.0,34.0,0.0,7.0,4.0,14.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0
116905106,GREENVILLE ISD,LAMAR ELEM.,3,INDEPENDENT,6321 JACK FINNEY BLVD,GREENVILLE,75401,5.0,0.0,7.0,13.0,17.0,0.0,3.0,28.0,9.0,0.0,0.0,19.0,3.0,0.0,0.0,7.0
116905107,GREENVILLE ISD,TRAVIS ELEM.,3,INDEPENDENT,3201 STANFORD ST,GREENVILLE,75401-5507,10.0,0.0,8.0,3.0,11.0,0.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116905114,GREENVILLE ISD,KATHERINE G. JO,3,INDEPENDENT,9315 JACK FINNEY BLVD,GREENVILLE,75402,3.0,0.0,0.0,2.0,10.0,0.0,0.0,6.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0
116906101,LONE OAK ISD,LONE OAK ELEM.,3,INDEPENDENT,8080 HWY 69 S,LONE OAK,75453-6157,1.0,0.0,0.0,14.0,4.0,0.0,0.0,53.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,13.0
116908101,QUINLAN ISD,A.E. BUTLER INT,3,INDEPENDENT,410 CLARDY DR,QUINLAN,75474,26.0,0.0,0.0,39.0,31.0,0.0,0.0,59.0,12.0,0.0,0.0,24.0,4.0,0.0,0.0,11.0
116909101,WOLFE CITY ISD,WOLFE CITY ELEM,3,INDEPENDENT,505 W DALLAS ST,WOLFE CITY,75496-0607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0
116910101,CAMPBELL ISD,CAMPBELL ELEM.,3,INDEPENDENT,480 N PATTERSON,CAMPBELL,75422,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116915101,BLAND ISD,BLAND ELEM.,3,INDEPENDENT,5123 FM 2194,CELESTE,75423,1.0,0.0,0.0,2.0,8.0,0.0,0.0,22.0,4.0,0.0,0.0,19.0,2.0,0.0,0.0,12.0
116916101,BOLES ISD,BOLES ELEM.,3,INDEPENDENT,9777 FM 2101,QUINLAN,75474-4434,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0
117901105,BORGER ISD,CROCKETT ELEM.,3,INDEPENDENT,400 KAYE ST,BORGER,79007-6355,17.0,0.0,0.0,22.0,61.0,0.0,0.0,66.0,37.0,0.0,0.0,39.0,20.0,0.0,0.0,28.0
117903101,SANFORD-FRITCH,SANFORD-FRITCH,3,INDEPENDENT,201 N HOYNE AVE,FRITCH,79036,0.0,0.0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0
117904101,PLEMONS-STINNET,WEST TEXAS ELEM,3,INDEPENDENT,600 S STEWART,STINNETT,79083-3440,1.0,0.0,0.0,6.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0
117907101,SPRING CREEK IS,SPRING CREEK SC,3,INDEPENDENT,9849 FM 2171,SKELLYTOWN,79080-9607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
118902101,IRION COUNTY IS,IRION ELEM.,3,INDEPENDENT,405 N 3RD ST,MERTZON,76941-0469,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0
119901001,BRYSON ISD,BRYSON SCHOOL,3,INDEPENDENT,300 N MCCLOUD ST,BRYSON,76427-0309,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0
119902101,JACKSBORO ISD,JACKSBORO ELEM.,3,INDEPENDENT,1677 N MAIN,JACKSBORO,76458-1024,6.0,0.0,0.0,12.0,18.0,0.0,0.0,34.0,9.0,0.0,0.0,20.0,4.0,0.0,0.0,10.0
119903101,PERRIN-WHITT CI,PERRIN ELEM.,3,INDEPENDENT,216 N BENSON,PERRIN,76486,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
120901104,EDNA ISD,EDNA ELEM.,3,INDEPENDENT,400 APOLLO DR,EDNA,77957,17.0,1.0,5.0,5.0,38.0,4.0,8.0,37.0,18.0,3.0,4.0,22.0,5.0,1.0,1.0,17.0
120902101,GANADO ISD,GANADO ELEM.,3,INDEPENDENT,500 W SUTHERLAND,GANADO,77962,7.0,0.0,0.0,3.0,25.0,0.0,0.0,16.0,11.0,0.0,0.0,10.0,3.0,0.0,0.0,4.0
120905101,INDUSTRIAL ISD,INDUSTRIAL ELEM,3,INDEPENDENT,599 F M 444 S,INEZ,77968-5003,2.0,0.0,0.0,1.0,6.0,0.0,0.0,28.0,3.0,0.0,0.0,19.0,2.0,0.0,0.0,9.0
120905102,INDUSTRIAL ISD,INDUSTRIAL ELEM,3,INDEPENDENT,390 MAIN,VANDERBILT,77991-0368,0.0,0.0,0.0,2.0,15.0,0.0,0.0,31.0,8.0,0.0,0.0,22.0,2.0,0.0,0.0,6.0
121902101,BROOKELAND ISD,BROOKELAND ELEM,3,INDEPENDENT,187 WILDCAT WALK,BROOKELAND,75931-0008,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
121903101,BUNA ISD,BUNA ELEM.,3,INDEPENDENT,650 CR 725,BUNA,77612-1087,0.0,0.0,0.0,18.0,0.0,0.0,5.0,81.0,0.0,0.0,1.0,40.0,0.0,0.0,1.0,17.0
121904105,JASPER ISD,JEAN C. FEW PRI,3,INDEPENDENT,225 BULLDOG,JASPER,75951-3466,15.0,0.0,39.0,20.0,17.0,0.0,29.0,35.0,5.0,0.0,8.0,21.0,1.0,0.0,0.0,10.0
121905103,KIRBYVILLE CISD,KIRBYVILLE ELEM,3,INDEPENDENT,2100 S MARGARET AVE,KIRBYVILLE,75956-2721,5.0,0.0,3.0,13.0,7.0,0.0,4.0,69.0,4.0,0.0,1.0,40.0,3.0,0.0,0.0,17.0
121906101,EVADALE ISD,EVADALE ELEM.,3,INDEPENDENT,908 FM 105,EVADALE,77615-0497,0.0,0.0,0.0,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
122901001,FORT DAVIS ISD,FORT DAVIS SCHO,3,INDEPENDENT,401 W WEBSTER AVE,FT DAVIS,79734-1339,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122902001,VALENTINE ISD,VALENTINE SCHOO,3,INDEPENDENT,4TH & KENTUCKY ST,VALENTINE,79854-0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123803101,TEKOA ACADEMY O,TEKOA ACAD. OF,3,CHARTER,326 THOMAS BLVD,PORT ARTHUR,77640,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
123803103,TEKOA ACADEMY O,TEKOA ACAD. OF,3,CHARTER,1704 14TH ST,ORANGE,77630,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
123805001,EHRHART SCHOOL,EHRHART SCHOOL,3,CHARTER,3380 FANNIN ST,BEAUMONT,77701,10.0,0.0,4.0,0.0,22.0,0.0,10.0,0.0,7.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
123807101,BOB HOPE SCHOOL,BOB HOPE SCHOOL,3,CHARTER,4301 32ND ST,PORT ARTHUR,77642,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
123905101,NEDERLAND ISD,HELENA PARK ELE,3,INDEPENDENT,2800 HELENA AVE,NEDERLAND,77627,4.0,1.0,1.0,6.0,23.0,5.0,5.0,74.0,13.0,5.0,2.0,57.0,5.0,3.0,1.0,31.0
123905102,NEDERLAND ISD,HIGHLAND PARK E,3,INDEPENDENT,200 S 6TH ST,NEDERLAND,77627,6.0,0.0,3.0,11.0,25.0,5.0,9.0,60.0,15.0,3.0,3.0,37.0,5.0,3.0,1.0,19.0
123905103,NEDERLAND ISD,HILLCREST ELEM.,3,INDEPENDENT,2611 AVE H,NEDERLAND,77627,2.0,0.0,7.0,4.0,23.0,10.0,12.0,22.0,21.0,6.0,7.0,12.0,13.0,6.0,2.0,6.0
123905104,NEDERLAND ISD,LANGHAM ELEM.,3,INDEPENDENT,800 S 12TH ST,NEDERLAND,77627,1.0,0.0,0.0,3.0,18.0,5.0,0.0,45.0,15.0,5.0,0.0,30.0,11.0,4.0,0.0,23.0
123907102,PORT ARTHUR ISD,DEQUEEN ELEM.,3,INDEPENDENT,740 DEQUEEN BLVD,PORT ARTHUR,77640-6205,4.0,0.0,31.0,0.0,18.0,0.0,48.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,9.0,0.0
123907103,PORT ARTHUR ISD,HOUSTON ELEM.,3,INDEPENDENT,3245 36TH ST,PORT ARTHUR,77642-4528,12.0,0.0,4.0,0.0,47.0,0.0,17.0,0.0,24.0,0.0,10.0,0.0,14.0,0.0,5.0,0.0
123907105,PORT ARTHUR ISD,LAKEVIEW ELEM.,3,INDEPENDENT,3900 10TH ST,PORT ARTHUR,77642,23.0,2.0,8.0,0.0,68.0,8.0,10.0,0.0,34.0,2.0,5.0,0.0,16.0,1.0,2.0,0.0
123907108,PORT ARTHUR ISD,TRAVIS ELEM.,3,INDEPENDENT,1115 LAKEVIEW AVE,PORT ARTHUR,77642-0601,3.0,0.0,9.0,1.0,32.0,0.0,24.0,4.0,21.0,0.0,12.0,3.0,8.0,0.0,3.0,2.0
123907109,PORT ARTHUR ISD,TYRRELL ELEM.,3,INDEPENDENT,4401 FERNDALE DR,PORT ARTHUR,77642-2099,9.0,0.0,20.0,0.0,67.0,0.0,14.0,0.0,40.0,0.0,7.0,0.0,20.0,0.0,5.0,0.0
123907113,PORT ARTHUR ISD,PORT ACRES ELEM,3,INDEPENDENT,6301 PAT AVE,PORT ARTHUR,77640-1256,6.0,0.0,15.0,0.0,21.0,0.0,17.0,0.0,12.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0
123907116,PORT ARTHUR ISD,STAFF SERGEANT,3,INDEPENDENT,5701 9TH AVE,PORT ARTHUR,77642,10.0,0.0,25.0,0.0,17.0,0.0,16.0,0.0,8.0,0.0,6.0,0.0,5.0,0.0,3.0,0.0
123908103,PORT NECHES-GRO,RIDGEWOOD ELEM.,3,INDEPENDENT,2820 MERRIMAN ST,PORT NECHES,77651-5308,2.0,0.0,0.0,11.0,23.0,12.0,0.0,57.0,12.0,9.0,0.0,39.0,6.0,4.0,0.0,17.0
123908104,PORT NECHES-GRO,TAFT ELEM.,3,INDEPENDENT,2500 TAFT AVE,PORT ARTHUR,77642-4942,1.0,0.0,0.0,12.0,34.0,0.0,0.0,50.0,18.0,0.0,0.0,33.0,8.0,0.0,0.0,11.0
123908105,PORT NECHES-GRO,VAN BUREN ELEM.,3,INDEPENDENT,6400 VAN BUREN,GROVES,77619-5660,0.0,0.0,0.0,4.0,23.0,0.0,0.0,56.0,15.0,0.0,0.0,41.0,7.0,0.0,0.0,21.0
123908107,PORT NECHES-GRO,WOODCREST ELEM.,3,INDEPENDENT,1522 HEISLER ST,PORT NECHES,77651-2299,3.0,0.0,0.0,5.0,12.0,0.0,0.0,63.0,10.0,0.0,0.0,42.0,2.0,0.0,0.0,17.0
123910101,BEAUMONT ISD,AMELIA ELEM.,3,INDEPENDENT,565 S MAJOR DR,BEAUMONT,77707-1598,5.0,0.0,34.0,9.0,7.0,0.0,20.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
123910104,BEAUMONT ISD,CALDWOOD ELEM.,3,INDEPENDENT,102 BERKSHIRE LN,BEAUMONT,77707-2099,27.0,0.0,14.0,3.0,28.0,0.0,22.0,5.0,11.0,0.0,6.0,2.0,6.0,0.0,2.0,0.0
