CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
101907153,CYPRESS-FAIRBAN,SWENKE ELEM.,5,INDEPENDENT,22400 FAIRFIELD PLACE DR,CYPRESS,77433,6,207,172,137
101907154,CYPRESS-FAIRBAN,EMERY ELEM.,5,INDEPENDENT,19636 PLANTATION MYRTLES DR,KATY,77449,17,160,116,63
101907155,CYPRESS-FAIRBAN,RENNELL ELEM.,5,INDEPENDENT,19500 TUCKERTON BLVD,CYPRESS,77433,10,141,120,87
101907156,CYPRESS-FAIRBAN,POPE ELEM.,5,INDEPENDENT,19019 N BRIDGELAND LAKE PKWY,CYPRESS,77433,1,139,131,108
101907157,CYPRESS-FAIRBAN,WOODARD ELEM.,5,INDEPENDENT,17501 CYPRESS N HOUSTON RD,CYPRESS,77433,14,163,116,70
101907158,CYPRESS-FAIRBAN,WELLS ELEM.,5,INDEPENDENT,10607 MASON RD,CYPRESS,77433,3,96,80,55
101908101,DEER PARK ISD,CARPENTER ELEM.,5,INDEPENDENT,5002 PASADENA BLVD,DEER PARK,77536,16,114,73,41
101908102,DEER PARK ISD,DEEPWATER ELEM.,5,INDEPENDENT,309 GLENMORE,PASADENA,77503,48,177,68,27
101908104,DEER PARK ISD,SAN JACINTO ELE,5,INDEPENDENT,1302 E THIRTEENTH ST,DEER PARK,77536,6,112,80,53
101908105,DEER PARK ISD,DEER PARK ELEM.,5,INDEPENDENT,2920 LUELLA,DEER PARK,77536,1,89,64,35
101908107,DEER PARK ISD,J.P. DABBS ELEM,5,INDEPENDENT,302 E LAMBUTH,DEER PARK,77536,14,100,64,31
101908108,DEER PARK ISD,FAIRMONT ELEM.,5,INDEPENDENT,4315 HEATHFIELD,PASADENA,77505,5,103,79,50
101910101,GALENA PARK ISD,CIMARRON ELEM.,5,INDEPENDENT,816 CIMARRON,HOUSTON,77015,18,95,57,36
101910102,GALENA PARK ISD,CLOVERLEAF ELEM,5,INDEPENDENT,1035 FRANKIE,HOUSTON,77015,12,105,71,38
101910104,GALENA PARK ISD,GALENA PARK ELE,5,INDEPENDENT,401 N MAIN,GALENA PARK,77547,17,94,63,32
101910105,GALENA PARK ISD,GREEN VALLEY EL,5,INDEPENDENT,13350 WOODFOREST BLVD,HOUSTON,77015,14,80,43,24
101910106,GALENA PARK ISD,JACINTO CITY EL,5,INDEPENDENT,10910 WIGGINS,HOUSTON,77029,10,102,79,62
101910107,GALENA PARK ISD,MACARTHUR ELEM.,5,INDEPENDENT,1801 N MAIN,GALENA PARK,77547,15,110,86,64
101910108,GALENA PARK ISD,NORTH SHORE ELE,5,INDEPENDENT,14310 DUNCANNON,HOUSTON,77015,21,118,80,53
101910109,GALENA PARK ISD,PYBURN ELEM.,5,INDEPENDENT,12302 COULSON,HOUSTON,77015,9,80,57,35
101910110,GALENA PARK ISD,WOODLAND ACRES,5,INDEPENDENT,12936 SARAH LN,HOUSTON,77015,5,43,34,26
101910111,GALENA PARK ISD,TICE ELEM.,5,INDEPENDENT,14120 WALLISVILLE,HOUSTON,77049,19,107,69,43
101910112,GALENA PARK ISD,PURPLE SAGE ELE,5,INDEPENDENT,6500 PURPLE SAGE BLVD,HOUSTON,77049,2,74,61,46
101910113,GALENA PARK ISD,JAMES B. HAVARD,5,INDEPENDENT,15150 WALLISVILLE RD,HOUSTON,77049,30,84,41,18
101910114,GALENA PARK ISD,NORMANDY CROSSI,5,INDEPENDENT,12500 NORMANDY CROSSING DR,HOUSTON,77015,18,88,60,32
101910115,GALENA PARK ISD,DR. SHIRLEY J.,5,INDEPENDENT,6720 NEW FOREST PKWY,HOUSTON,77049,25,88,54,30
101910116,GALENA PARK ISD,SAM HOUSTON ELE,5,INDEPENDENT,4101 E SAM HOUSTON PKWY N,HOUSTON,77015,18,114,68,36
101911101,GOOSE CREEK CIS,ALAMO ELEM.,5,INDEPENDENT,6100 N MAIN,BAYTOWN,77521,11,108,83,53
101911102,GOOSE CREEK CIS,STEPHEN F. AUST,5,INDEPENDENT,3022 MASSEY TOMPKINS,BAYTOWN,77521,29,93,63,35
101911103,GOOSE CREEK CIS,JAMES BOWIE ELE,5,INDEPENDENT,2200 CLAYTON DR,BAYTOWN,77520,30,82,44,23
101911105,GOOSE CREEK CIS,CARVER ELEM.,5,INDEPENDENT,600 S PRUETT,BAYTOWN,77520,15,86,53,33
101911107,GOOSE CREEK CIS,HARLEM ELEM.,5,INDEPENDENT,3333 INTERSTATE 10 E,BAYTOWN,77521,15,86,59,35
101911108,GOOSE CREEK CIS,HIGHLANDS ELEM.,5,INDEPENDENT,200 E WALLISVILLE RD,HIGHLANDS,77562,49,161,88,32
101911111,GOOSE CREEK CIS,LAMAR ELEM.,5,INDEPENDENT,816 N PRUETT ST,BAYTOWN,77520,26,74,48,22
101911112,GOOSE CREEK CIS,SAN JACINTO ELE,5,INDEPENDENT,2615 VIRGINIA ST,BAYTOWN,77520,15,57,29,18
101911113,GOOSE CREEK CIS,ASHBEL SMITH EL,5,INDEPENDENT,403 E JAMES,BAYTOWN,77520,39,66,39,24
101911114,GOOSE CREEK CIS,TRAVIS ELEM.,5,INDEPENDENT,100 ROBIN RD,BAYTOWN,77520,38,103,52,32
101911118,GOOSE CREEK CIS,CROCKETT ELEM.,5,INDEPENDENT,4500 BARKALOO RD,BAYTOWN,77521,9,90,57,33
101911120,GOOSE CREEK CIS,DE ZAVALA ELEM.,5,INDEPENDENT,305 TRI CITY BEACH RD,BAYTOWN,77520,50,68,37,24
101911122,GOOSE CREEK CIS,VICTORIA WALKER,5,INDEPENDENT,4711 SEABIRD ST,BAYTOWN,77521,33,118,74,51
101911123,GOOSE CREEK CIS,CLARK ELEM.,5,INDEPENDENT,6033 N HWY 146,BAYTOWN,77521,24,99,67,40
101911125,GOOSE CREEK CIS,BANUELOS ELEM.,5,INDEPENDENT,7770 EASTPOINT BLVD,BAYTOWN,77521,24,123,91,65
101912013,HOUSTON ISD,COMMUNITY SERVI,5,INDEPENDENT,1102 TELEPHONE RD,HOUSTON,77023,,,,
101912039,HOUSTON ISD,T.H. ROGERS SCH,5,INDEPENDENT,5840 SAN FELIPE ST,HOUSTON,77057,5,73,68,61
101912058,HOUSTON ISD,GREGORY-LINCOLN,5,INDEPENDENT,1101 TAFT,HOUSTON,77019,29,49,30,16
101912080,HOUSTON ISD,RICE SCHOOL -LA,5,INDEPENDENT,7550 SEUSS DR,HOUSTON,77025,33,94,58,41
101912100,HOUSTON ISD,TEXAS CONNECTIO,5,INDEPENDENT,10550 RICHMOND AVE HOUSTON TX #140,HOUSTON,77042,110,207,98,57
101912102,HOUSTON ISD,ALCOTT ELEM.,5,INDEPENDENT,5859 BELLFORT,HOUSTON,77033,9,33,16,8
101912104,HOUSTON ISD,ALMEDA ELEM.,5,INDEPENDENT,14249 BRIDGEPORT RD,HOUSTON,77047,20,97,58,32
101912105,HOUSTON ISD,ANDERSON ELEM.,5,INDEPENDENT,5727 LUDINGTON DR,HOUSTON,77035,31,72,42,27
101912106,HOUSTON ISD,ATHERTON ELEM.,5,INDEPENDENT,2011 SOLO ST,HOUSTON,77020,14,68,60,46
101912107,HOUSTON ISD,BARRICK ELEM.,5,INDEPENDENT,12001 WINFREY LN,HOUSTON,77076,22,68,35,22
101912108,HOUSTON ISD,BASTIAN ELEM.,5,INDEPENDENT,5051 BELLFORT,HOUSTON,77033,29,57,27,12
101912109,HOUSTON ISD,BERRY ELEM.,5,INDEPENDENT,2310 BERRY RD,HOUSTON,77093,19,93,64,33
101912110,HOUSTON ISD,BLACKSHEAR ELEM,5,INDEPENDENT,2900 HOLMAN AVE,HOUSTON,77004,12,30,20,10
101912111,HOUSTON ISD,BONHAM ELEM.,5,INDEPENDENT,8302 BRAES RIVER DR,HOUSTON,77074,23,56,30,15
101912112,HOUSTON ISD,BONNER ELEM.,5,INDEPENDENT,8100 ELROD ST,HOUSTON,77017,34,91,61,39
101912113,HOUSTON ISD,RODERICK R. PAI,5,INDEPENDENT,7501 CURRY RD,HOUSTON,77093,10,49,28,16
101912114,HOUSTON ISD,BRAEBURN ELEM.,5,INDEPENDENT,7707 RAMPART ST,HOUSTON,77081,29,90,62,42
101912115,HOUSTON ISD,DURHAM ELEM.,5,INDEPENDENT,4803 BRINKMAN ST,HOUSTON,77018,16,48,26,13
101912116,HOUSTON ISD,BRIARGROVE ELEM,5,INDEPENDENT,6145 SAN FELIPE ST,HOUSTON,77057,37,93,62,40
101912117,HOUSTON ISD,BRISCOE ELEM.,5,INDEPENDENT,321 FOREST HILL,HOUSTON,77011,15,28,20,14
101912119,HOUSTON ISD,BROOKLINE ELEM.,5,INDEPENDENT,6301 S LOOP E,HOUSTON,77087,10,138,111,84
101912120,HOUSTON ISD,BROWNING ELEM.,5,INDEPENDENT,607 NORTHWOOD ST,HOUSTON,77009,15,46,18,9
101912121,HOUSTON ISD,BRUCE ELEM.,5,INDEPENDENT,510 JENSEN DR,HOUSTON,77020,36,49,24,10
101912122,HOUSTON ISD,BURBANK ELEM.,5,INDEPENDENT,216 TIDWELL,HOUSTON,77022,7,111,99,79
101912123,HOUSTON ISD,CODWELL ELEM.,5,INDEPENDENT,5225 TAVENOR LN,HOUSTON,77048,20,38,20,12
101912124,HOUSTON ISD,BURNET ELEM.,5,INDEPENDENT,5403 CANAL ST,HOUSTON,77011,13,59,40,26
101912125,HOUSTON ISD,BURRUS ELEM.,5,INDEPENDENT,701 E 33RD ST,HOUSTON,77022,10,59,27,13
101912127,HOUSTON ISD,WOODSON SCHOOL,5,INDEPENDENT,10720 SOUTHVIEW ST,HOUSTON,77047,21,33,19,5
101912128,HOUSTON ISD,LYONS ELEM.,5,INDEPENDENT,800 ROXELLA RD,HOUSTON,77076,23,120,80,56
101912130,HOUSTON ISD,CONDIT ELEM.,5,INDEPENDENT,7000 S THIRD,BELLAIRE,77401,9,121,106,80
101912132,HOUSTON ISD,CO-OP ELEM.,5,INDEPENDENT,10130 ALDINE WESTFIELD RD,HOUSTON,77093,36,67,40,19
101912133,HOUSTON ISD,CORNELIUS ELEM.,5,INDEPENDENT,7475 WESTOVER ST,HOUSTON,77087,23,99,67,40
101912135,HOUSTON ISD,CROCKETT ELEM.,5,INDEPENDENT,2112 CROCKETT ST,HOUSTON,77007,16,78,51,29
101912136,HOUSTON ISD,CUNNINGHAM ELEM,5,INDEPENDENT,5100 GULFTON ST,HOUSTON,77081,38,58,36,17
101912137,HOUSTON ISD,DE CHAUMES ELEM,5,INDEPENDENT,155 COOPER,HOUSTON,77076,6,97,67,46
101912138,HOUSTON ISD,DE ZAVALA ELEM.,5,INDEPENDENT,7521 AVE H,HOUSTON,77012,18,73,58,37
101912140,HOUSTON ISD,DOGAN ELEM.,5,INDEPENDENT,4202 LIBERTY RD,HOUSTON,77026,40,45,26,11
101912144,HOUSTON ISD,DURKEE ELEM.,5,INDEPENDENT,7301 NORDLING,HOUSTON,77076,18,78,48,22
101912147,HOUSTON ISD,ELIOT ELEM.,5,INDEPENDENT,6411 LAREDO ST,HOUSTON,77020,16,62,48,30
101912148,HOUSTON ISD,ELROD ELEM.,5,INDEPENDENT,6230 DUMFRIES DR,HOUSTON,77096,20,87,50,26
101912149,HOUSTON ISD,EMERSON ELEM.,5,INDEPENDENT,9533 SKYLINE DR,HOUSTON,77063,35,87,60,41
101912151,HOUSTON ISD,BELL ELEM.,5,INDEPENDENT,12323 SHAFTSBURY DR,HOUSTON,77031,9,80,62,38
101912152,HOUSTON ISD,FIELD ELEM.,5,INDEPENDENT,703 E 17TH ST,HOUSTON,77008,2,55,49,34
101912153,HOUSTON ISD,FONDREN ELEM.,5,INDEPENDENT,12405 CARLSBAD ST,HOUSTON,77085,6,32,18,11
101912154,HOUSTON ISD,FOSTER ELEM.,5,INDEPENDENT,3919 WARD ST,HOUSTON,77021,20,36,23,14
101912155,HOUSTON ISD,FRANKLIN ELEM.,5,INDEPENDENT,7101 CANAL ST,HOUSTON,77011,15,44,26,15
101912156,HOUSTON ISD,FROST ELEM.,5,INDEPENDENT,5002 ALMEDA-GENOA RD,HOUSTON,77048,34,53,26,11
101912157,HOUSTON ISD,GARDEN OAKS MON,5,INDEPENDENT,901 SUE BARNETT DR,HOUSTON,77018,20,69,59,47
101912158,HOUSTON ISD,GARDEN VILLAS E,5,INDEPENDENT,7185 SANTA FE,HOUSTON,77061,28,96,63,39
101912159,HOUSTON ISD,GOLFCREST ELEM.,5,INDEPENDENT,7414 FAIRWAY DR,HOUSTON,77087,20,66,44,29
101912162,HOUSTON ISD,GREGG ELEM.,5,INDEPENDENT,6701 ROXBURY,HOUSTON,77087,16,60,31,14
101912166,HOUSTON ISD,HARRIS J.R. ELE,5,INDEPENDENT,801 BROADWAY ST,HOUSTON,77012,14,60,30,18
101912167,HOUSTON ISD,HARRIS R.P. ELE,5,INDEPENDENT,1262 MAE DR,HOUSTON,77015,14,41,21,17
101912168,HOUSTON ISD,HARTSFIELD ELEM,5,INDEPENDENT,5001 PERRY ST,HOUSTON,77021,18,27,14,10
101912169,HOUSTON ISD,HARVARD ELEM.,5,INDEPENDENT,810 HARVARD ST,HOUSTON,77007,7,86,73,53
101912170,HOUSTON ISD,HELMS ELEM.,5,INDEPENDENT,503 W 21ST ST,HOUSTON,77008,5,29,16,5
101912171,HOUSTON ISD,HENDERSON J. EL,5,INDEPENDENT,1800 DISMUKE,HOUSTON,77023,39,97,66,46
101912172,HOUSTON ISD,HENDERSON N. EL,5,INDEPENDENT,701 SOLO ST,HOUSTON,77020,3,29,20,14
101912173,HOUSTON ISD,HEROD ELEM.,5,INDEPENDENT,5627 JASON ST,HOUSTON,77096,18,117,91,57
101912174,HOUSTON ISD,HIGHLAND HEIGHT,5,INDEPENDENT,865 PAUL QUINN ST,HOUSTON,77091,30,39,26,16
101912175,HOUSTON ISD,HOBBY ELEM.,5,INDEPENDENT,4021 WOODMONT DR,HOUSTON,77045,33,83,50,31
101912178,HOUSTON ISD,HORN ELEM.,5,INDEPENDENT,4530 HOLLY ST,BELLAIRE,77401,5,121,115,105
101912179,HOUSTON ISD,MCGOWEN ELEM.,5,INDEPENDENT,6820 HOMESTEAD RD,HOUSTON,77028,12,36,23,13
101912180,HOUSTON ISD,ISAACS ELEM.,5,INDEPENDENT,3830 PICKFAIR ST,HOUSTON,77026,17,34,21,14
101912181,HOUSTON ISD,JANOWSKI ELEM.,5,INDEPENDENT,7500 BAUMAN RD,HOUSTON,77022,13,64,35,19
101912182,HOUSTON ISD,JEFFERSON ELEM.,5,INDEPENDENT,5000 SHARMAN ST,HOUSTON,77009,14,43,27,13
101912185,HOUSTON ISD,KASHMERE GARDEN,5,INDEPENDENT,4901 LOCKWOOD DR,HOUSTON,77026,13,32,12,4
101912186,HOUSTON ISD,ROBINSON ELEM.,5,INDEPENDENT,12425 WOODFOREST BLVD,HOUSTON,77013,23,49,19,14
101912187,HOUSTON ISD,KELSO ELEM.,5,INDEPENDENT,5800 SOUTHMUND ST,HOUSTON,77033,23,40,20,11
101912188,HOUSTON ISD,KENNEDY ELEM.,5,INDEPENDENT,400 VICTORIA DR,HOUSTON,77022,25,73,38,21
101912189,HOUSTON ISD,KOLTER ELEM.,5,INDEPENDENT,6300 AVE B,BELLAIRE,77401,10,88,73,54
101912192,HOUSTON ISD,LANTRIP ELEM.,5,INDEPENDENT,100 TELEPHONE RD,HOUSTON,77023,21,86,56,31
101912194,HOUSTON ISD,LEWIS ELEM.,5,INDEPENDENT,6745 TIPPERARY,HOUSTON,77061,46,101,59,34
101912195,HOUSTON ISD,LOCKHART ELEM.,5,INDEPENDENT,3200 ROSEDALE ST,HOUSTON,77004,16,64,41,27
101912196,HOUSTON ISD,LONGFELLOW ELEM,5,INDEPENDENT,3617 NORRIS,HOUSTON,77025,37,79,42,26
101912197,HOUSTON ISD,LOOSCAN ELEM.,5,INDEPENDENT,3800 ROBERTSON ST,HOUSTON,77009,18,36,22,19
101912198,HOUSTON ISD,LOVE ELEM.,5,INDEPENDENT,1120 W 13TH ST,HOUSTON,77008,11,40,21,7
101912199,HOUSTON ISD,LOVETT ELEM.,5,INDEPENDENT,8814 S RICE AVE,HOUSTON,77096,15,101,84,66
101912201,HOUSTON ISD,MACGREGOR ELEM.,5,INDEPENDENT,4801 LABRANCH ST,HOUSTON,77004,12,79,47,22
101912203,HOUSTON ISD,MADING ELEM.,5,INDEPENDENT,8511 CRESTMONT ST,HOUSTON,77033,9,44,22,13
101912204,HOUSTON ISD,MEMORIAL ELEM.,5,INDEPENDENT,6401 ARNOT ST,HOUSTON,77007,4,44,34,23
101912207,HOUSTON ISD,MONTGOMERY ELEM,5,INDEPENDENT,4000 SIMSBROOK DR,HOUSTON,77045,10,78,49,23
101912210,HOUSTON ISD,NORTHLINE ELEM.,5,INDEPENDENT,821 WITCHER LN,HOUSTON,77076,28,56,24,18
101912211,HOUSTON ISD,OAK FOREST ELEM,5,INDEPENDENT,1401 W 43RD ST,HOUSTON,77018,6,130,109,87
101912212,HOUSTON ISD,OATES ELEM.,5,INDEPENDENT,10044 WALLISVILLE RD,HOUSTON,77013,12,31,13,9
101912213,HOUSTON ISD,OSBORNE ELEM.,5,INDEPENDENT,800 RINGOLD ST,HOUSTON,77088,12,38,26,15
101912214,HOUSTON ISD,PARK PLACE ELEM,5,INDEPENDENT,8235 PARK PL BLVD,HOUSTON,77017,7,149,130,101
101912215,HOUSTON ISD,PARKER ELEM.,5,INDEPENDENT,10626 ATWELL DR,HOUSTON,77096,12,125,88,60
101912216,HOUSTON ISD,PATTERSON ELEM.,5,INDEPENDENT,5302 ALLENDALE RD,HOUSTON,77017,12,117,90,54
101912217,HOUSTON ISD,PECK ELEM.,5,INDEPENDENT,5001 MARTIN LUTHER KING JR BLVD,HOUSTON,77021,14,50,26,15
101912218,HOUSTON ISD,PILGRIM ACAD.,5,INDEPENDENT,6302 SKYLINE,HOUSTON,77057,26,114,80,62
101912219,HOUSTON ISD,PINEY POINT ELE,5,INDEPENDENT,8921 PAGEWOOD LN,HOUSTON,77063,51,124,77,43
101912220,HOUSTON ISD,PLEASANTVILLE E,5,INDEPENDENT,1431 GELLHORN DR,HOUSTON,77029,10,28,11,7
101912221,HOUSTON ISD,POE ELEM.,5,INDEPENDENT,5100 HAZARD ST,HOUSTON,77098,25,135,97,76
101912222,HOUSTON ISD,PORT HOUSTON EL,5,INDEPENDENT,1800 MCCARTY ST,HOUSTON,77029,17,22,13,5
101912223,HOUSTON ISD,PUGH ELEM.,5,INDEPENDENT,1147 KRESS ST,HOUSTON,77020,8,45,29,16
101912224,HOUSTON ISD,RED ELEM.,5,INDEPENDENT,4520 TONAWANDA DR,HOUSTON,77035,8,66,57,37
101912225,HOUSTON ISD,REYNOLDS ELEM.,5,INDEPENDENT,9601 ROSEHAVEN DR,HOUSTON,77051,18,44,28,15
101912227,HOUSTON ISD,MCNAMARA ELEM.,5,INDEPENDENT,8714 MCAVOY DR,HOUSTON,77074,34,86,61,40
101912228,HOUSTON ISD,RIVER OAKS ELEM,5,INDEPENDENT,2008 KIRBY DR,HOUSTON,77019,1,109,105,88
101912229,HOUSTON ISD,ROBERTS ELEM.,5,INDEPENDENT,6000 GREENBRIAR ST,HOUSTON,77030,1,108,102,92
101912231,HOUSTON ISD,ROOSEVELT ELEM.,5,INDEPENDENT,6700 FULTON ST,HOUSTON,77022,23,83,55,34
101912232,HOUSTON ISD,ROSS ELEM.,5,INDEPENDENT,2819 BAY ST,HOUSTON,77026,17,25,13,7
101912233,HOUSTON ISD,RUCKER ELEM.,5,INDEPENDENT,5201 VINETT ST,HOUSTON,77017,26,51,41,15
101912234,HOUSTON ISD,BAYLOR COLLEGE,5,INDEPENDENT,2805 GARROW ST,HOUSTON,77003,14,41,27,15
101912237,HOUSTON ISD,SCARBOROUGH ELE,5,INDEPENDENT,3021 LITTLE YORK RD,HOUSTON,77093,26,75,40,18
101912239,HOUSTON ISD,SHEARN ELEM.,5,INDEPENDENT,9802 STELLA LINK RD,HOUSTON,77025,38,52,32,23
101912240,HOUSTON ISD,SHERMAN ELEM.,5,INDEPENDENT,1909 MCKEE ST,HOUSTON,77009,32,56,25,16
101912241,HOUSTON ISD,SINCLAIR ELEM.,5,INDEPENDENT,6410 GROVEWOOD LN,HOUSTON,77008,23,58,35,16
101912242,HOUSTON ISD,SMITH ELEM.,5,INDEPENDENT,4802 CHRYSTELL LN,HOUSTON,77092,37,67,34,17
101912243,HOUSTON ISD,THOMPSON ELEM.,5,INDEPENDENT,6121 TIERWESTER,HOUSTON,77021,14,30,14,7
101912244,HOUSTON ISD,SOUTHMAYD ELEM.,5,INDEPENDENT,1800 CORAL ST,HOUSTON,77012,9,83,67,40
101912245,HOUSTON ISD,STEVENS ELEM.,5,INDEPENDENT,1910 LAMONTE LN,HOUSTON,77018,26,51,24,8
101912247,HOUSTON ISD,YOUNG ELEM.,5,INDEPENDENT,3555 BELLFORT AVE,HOUSTON,77051,16,27,14,7
101912248,HOUSTON ISD,SUTTON ELEM.,5,INDEPENDENT,7402 ALBACORE DR,HOUSTON,77074,21,132,102,70
101912249,HOUSTON ISD,TRAVIS ELEM.,5,INDEPENDENT,3311 BEAUCHAMP ST,HOUSTON,77009,11,94,72,48
101912251,HOUSTON ISD,TWAIN ELEM.,5,INDEPENDENT,7500 BRAES BLVD,HOUSTON,77025,6,132,117,100
101912252,HOUSTON ISD,WAINWRIGHT ELEM,5,INDEPENDENT,5330 MILWEE ST,HOUSTON,77092,16,38,15,10
101912253,HOUSTON ISD,WALNUT BEND ELE,5,INDEPENDENT,10620 BRIAR FOREST,HOUSTON,77042,32,86,52,37
101912254,HOUSTON ISD,WESLEY ELEM.,5,INDEPENDENT,800 DILLARD ST,HOUSTON,77091,24,22,7,5
101912255,HOUSTON ISD,WEST UNIVERSITY,5,INDEPENDENT,3756 UNIVERSITY BLVD,HOUSTON,77005,2,206,201,193
101912256,HOUSTON ISD,WHARTON K-8 DUA,5,INDEPENDENT,900 W GRAY ST,HOUSTON,77019,10,51,41,30
101912257,HOUSTON ISD,WHIDBY ELEM.,5,INDEPENDENT,7625 SPRINGHILL ST,HOUSTON,77021,26,59,26,15
101912258,HOUSTON ISD,WHITTIER ELEM.,5,INDEPENDENT,10511 LACROSSE ST,HOUSTON,77029,13,64,41,26
101912259,HOUSTON ISD,WILSON MONTESSO,5,INDEPENDENT,2100 YUPON ST,HOUSTON,77006,13,42,26,10
101912260,HOUSTON ISD,WINDSOR VILLAGE,5,INDEPENDENT,14440 POLO ST,HOUSTON,77085,9,92,72,47
101912262,HOUSTON ISD,GRISSOM ELEM.,5,INDEPENDENT,4900 SIMSBROOK DR,HOUSTON,77045,19,58,27,16
101912263,HOUSTON ISD,LAW ELEM.,5,INDEPENDENT,12401 S COAST DR,HOUSTON,77047,35,43,25,13
101912264,HOUSTON ISD,MITCHELL ELEM.,5,INDEPENDENT,10900 GULFDALE DR,HOUSTON,77075,11,28,18,10
101912265,HOUSTON ISD,PETERSEN ELEM.,5,INDEPENDENT,14404 WATERLOO DR,HOUSTON,77045,23,41,24,14
101912267,HOUSTON ISD,WHITE E. ELEM.,5,INDEPENDENT,9001 TRIOLA LN,HOUSTON,77036,6,99,81,54
101912268,HOUSTON ISD,BENBROOK ELEM.,5,INDEPENDENT,4026 BOLIN RD,HOUSTON,77092,10,84,61,40
101912269,HOUSTON ISD,SCROGGINS ELEM.,5,INDEPENDENT,400 BOYLES ST,HOUSTON,77020,18,65,36,19
101912271,HOUSTON ISD,FOERSTER ELEM.,5,INDEPENDENT,14200 FONMEADOW DR,HOUSTON,77035,38,58,37,18
101912273,HOUSTON ISD,ASHFORD ELEM.,5,INDEPENDENT,1815 SHANNON VLY DR,HOUSTON,77077,35,31,7,3
101912274,HOUSTON ISD,ASKEW ELEM.,5,INDEPENDENT,11200 WOOD LODGE DR,HOUSTON,77077,40,96,51,39
101912275,HOUSTON ISD,BUSH ELEM.,5,INDEPENDENT,13800 WESTERLOCH DR,HOUSTON,77077,6,111,99,81
101912276,HOUSTON ISD,SHADOWBRIAR ELE,5,INDEPENDENT,2650 SHADOWBRIAR DR,HOUSTON,77077,31,39,20,8
101912279,HOUSTON ISD,TIJERINA ELEM.,5,INDEPENDENT,6501 SHERMAN ST,HOUSTON,77011,17,50,33,20
101912281,HOUSTON ISD,SANCHEZ ELEM.,5,INDEPENDENT,2700 BERKLEY ST,HOUSTON,77012,8,91,75,46
101912283,HOUSTON ISD,GARCIA ELEM.,5,INDEPENDENT,9550 ALDINE WESTFIELD RD,HOUSTON,77093,24,60,35,15
101912285,HOUSTON ISD,VALLEY WEST ELE,5,INDEPENDENT,10707 S GESSNER DR,HOUSTON,77071,30,105,59,37
101912286,HOUSTON ISD,HERRERA ELEM.,5,INDEPENDENT,525 BENNINGTON ST,HOUSTON,77022,30,104,74,42
101912287,HOUSTON ISD,CAGE ELEM.,5,INDEPENDENT,4528 LEELAND ST,HOUSTON,77023,14,68,34,20
101912289,HOUSTON ISD,MARTINEZ C. ELE,5,INDEPENDENT,901 HAYS ST,HOUSTON,77009,29,24,9,6
101912290,HOUSTON ISD,CRESPO ELEM.,5,INDEPENDENT,7500 OFFICE CITY DR,HOUSTON,77012,12,111,80,50
101912291,HOUSTON ISD,GALLEGOS ELEM.,5,INDEPENDENT,7415 HARRISBURG BLVD,HOUSTON,77011,19,29,16,7
101912292,HOUSTON ISD,CARRILLO ELEM.,5,INDEPENDENT,960 S WAYSIDE DR,HOUSTON,77023,7,74,58,41
101912295,HOUSTON ISD,BENAVIDEZ ELEM.,5,INDEPENDENT,6262 GULFTON ST,HOUSTON,77081,29,87,65,39
101912297,HOUSTON ISD,DAVILA ELEM.,5,INDEPENDENT,7610 DAHLIA ST,HOUSTON,77012,7,44,27,17
101912298,HOUSTON ISD,MARTINEZ R. ELE,5,INDEPENDENT,7211 MARKET ST,HOUSTON,77020,22,67,40,23
101912299,HOUSTON ISD,MILNE ELEM.,5,INDEPENDENT,7800 PORTAL DR,HOUSTON,77071,31,50,28,14
101912300,HOUSTON ISD,INSPIRED FOR EX,5,INDEPENDENT,12525 FONDREN RD,HOUSTON,77035,31,4,0,0
101912340,HOUSTON ISD,LAS AMERICAS,5,INDEPENDENT,6501 BELLAIRE BLVD,HOUSTON,77074,39,0,0,0
101912344,HOUSTON ISD,BRIARMEADOW CHA,5,INDEPENDENT,3601 DUNVALE,HOUSTON,77063,10,59,36,25
101912353,HOUSTON ISD,SCHOOL AT ST. G,5,INDEPENDENT,5430 HIDALGO ST,HOUSTON,77056,7,99,68,54
101912358,HOUSTON ISD,COOK JR. ELEM.,5,INDEPENDENT,7115 LOCKWOOD,HOUSTON,77016,26,50,34,19
101912359,HOUSTON ISD,MORENO ELEM.,5,INDEPENDENT,620 E CANINO,HOUSTON,77037,8,120,90,70
101912364,HOUSTON ISD,ENERGIZED FOR E,5,INDEPENDENT,6201 BISSONNET,HOUSTON,77081,32,220,165,111
101912369,HOUSTON ISD,GROSS ELEM.,5,INDEPENDENT,12583 S GESSNER DR,HOUSTON,77071,38,60,29,13
101912371,HOUSTON ISD,YOUNG SCHOLARS,5,INDEPENDENT,1809 LOUISIANA ST,HOUSTON,77002,5,9,5,2
101912372,HOUSTON ISD,RODRIGUEZ ELEM.,5,INDEPENDENT,5858 CHIMNEY ROCK,HOUSTON,77081,21,104,70,50
101912373,HOUSTON ISD,SEGUIN ELEM.,5,INDEPENDENT,5905 WALTRIP,HOUSTON,77087,27,51,32,17
101912374,HOUSTON ISD,TINSLEY ELEM.,5,INDEPENDENT,11035 BOB WHITE,HOUSTON,77096,18,106,69,41
