CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
101912124,HOUSTON ISD,BURNET ELEM.,5,INDEPENDENT,5403 CANAL ST,HOUSTON,77011.0,13.0,59.0,40.0,26.0,0.0,0.0,2381.0,138.0,475.0,1399.0
101912125,HOUSTON ISD,BURRUS ELEM.,5,INDEPENDENT,701 E 33RD ST,HOUSTON,77022.0,10.0,59.0,27.0,13.0,8.0,0.0,4531.0,215.0,559.0,1809.0
101912127,HOUSTON ISD,WOODSON SCHOOL,5,INDEPENDENT,10720 SOUTHVIEW ST,HOUSTON,77047.0,21.0,33.0,19.0,5.0,0.0,0.0,4020.0,1536.0,492.0,1908.0
101912128,HOUSTON ISD,LYONS ELEM.,5,INDEPENDENT,800 ROXELLA RD,HOUSTON,77076.0,23.0,120.0,80.0,56.0,0.0,0.0,5751.0,104.0,1464.0,2230.0
101912130,HOUSTON ISD,CONDIT ELEM.,5,INDEPENDENT,7000 S THIRD,BELLAIRE,77401.0,9.0,121.0,106.0,80.0,88.0,78.0,635.0,2661.0,0.0,3236.0
101912132,HOUSTON ISD,CO-OP ELEM.,5,INDEPENDENT,10130 ALDINE WESTFIELD RD,HOUSTON,77093.0,36.0,67.0,40.0,19.0,0.0,0.0,6368.0,123.0,1284.0,3614.0
101912133,HOUSTON ISD,CORNELIUS ELEM.,5,INDEPENDENT,7475 WESTOVER ST,HOUSTON,77087.0,23.0,99.0,67.0,40.0,0.0,0.0,5626.0,400.0,760.0,2780.0
101912135,HOUSTON ISD,CROCKETT ELEM.,5,INDEPENDENT,2112 CROCKETT ST,HOUSTON,77007.0,16.0,78.0,51.0,29.0,93.0,57.0,1518.0,6587.0,122.0,1176.0
101912136,HOUSTON ISD,CUNNINGHAM ELEM,5,INDEPENDENT,5100 GULFTON ST,HOUSTON,77081.0,38.0,58.0,36.0,17.0,22.0,0.0,7822.0,894.0,2910.0,2672.0
101912137,HOUSTON ISD,DE CHAUMES ELEM,5,INDEPENDENT,155 COOPER,HOUSTON,77076.0,6.0,97.0,67.0,46.0,0.0,0.0,5751.0,104.0,1464.0,2230.0
101912138,HOUSTON ISD,DE ZAVALA ELEM.,5,INDEPENDENT,7521 AVE H,HOUSTON,77012.0,18.0,73.0,58.0,37.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912140,HOUSTON ISD,DOGAN ELEM.,5,INDEPENDENT,4202 LIBERTY RD,HOUSTON,77026.0,40.0,45.0,26.0,11.0,0.0,0.0,4168.0,189.0,650.0,815.0
101912144,HOUSTON ISD,DURKEE ELEM.,5,INDEPENDENT,7301 NORDLING,HOUSTON,77076.0,18.0,78.0,48.0,22.0,0.0,0.0,5751.0,104.0,1464.0,2230.0
101912147,HOUSTON ISD,ELIOT ELEM.,5,INDEPENDENT,6411 LAREDO ST,HOUSTON,77020.0,16.0,62.0,48.0,30.0,0.0,0.0,3651.0,310.0,726.0,1841.0
101912148,HOUSTON ISD,ELROD ELEM.,5,INDEPENDENT,6230 DUMFRIES DR,HOUSTON,77096.0,20.0,87.0,50.0,26.0,30.0,5.0,3395.0,3271.0,395.0,2932.0
101912149,HOUSTON ISD,EMERSON ELEM.,5,INDEPENDENT,9533 SKYLINE DR,HOUSTON,77063.0,35.0,87.0,60.0,41.0,9.0,15.0,4015.0,3128.0,650.0,1643.0
101912151,HOUSTON ISD,BELL ELEM.,5,INDEPENDENT,12323 SHAFTSBURY DR,HOUSTON,77031.0,9.0,80.0,62.0,38.0,0.0,0.0,2227.0,587.0,135.0,1497.0
101912152,HOUSTON ISD,FIELD ELEM.,5,INDEPENDENT,703 E 17TH ST,HOUSTON,77008.0,2.0,55.0,49.0,34.0,123.0,42.0,2792.0,4769.0,114.0,1833.0
101912153,HOUSTON ISD,FONDREN ELEM.,5,INDEPENDENT,12405 CARLSBAD ST,HOUSTON,77085.0,6.0,32.0,18.0,11.0,0.0,0.0,2422.0,591.0,199.0,1598.0
101912154,HOUSTON ISD,FOSTER ELEM.,5,INDEPENDENT,3919 WARD ST,HOUSTON,77021.0,20.0,36.0,23.0,14.0,0.0,0.0,4145.0,1175.0,266.0,1109.0
101912155,HOUSTON ISD,FRANKLIN ELEM.,5,INDEPENDENT,7101 CANAL ST,HOUSTON,77011.0,15.0,44.0,26.0,15.0,0.0,0.0,2381.0,138.0,475.0,1399.0
101912156,HOUSTON ISD,FROST ELEM.,5,INDEPENDENT,5002 ALMEDA-GENOA RD,HOUSTON,77048.0,34.0,53.0,26.0,11.0,0.0,0.0,2920.0,635.0,87.0,1478.0
101912157,HOUSTON ISD,GARDEN OAKS MON,5,INDEPENDENT,901 SUE BARNETT DR,HOUSTON,77018.0,20.0,69.0,59.0,47.0,64.0,0.0,3239.0,2390.0,576.0,1923.0
101912158,HOUSTON ISD,GARDEN VILLAS E,5,INDEPENDENT,7185 SANTA FE,HOUSTON,77061.0,28.0,96.0,63.0,39.0,0.0,0.0,4480.0,383.0,370.0,2048.0
101912159,HOUSTON ISD,GOLFCREST ELEM.,5,INDEPENDENT,7414 FAIRWAY DR,HOUSTON,77087.0,20.0,66.0,44.0,29.0,0.0,0.0,5626.0,400.0,760.0,2780.0
101912162,HOUSTON ISD,GREGG ELEM.,5,INDEPENDENT,6701 ROXBURY,HOUSTON,77087.0,16.0,60.0,31.0,14.0,0.0,0.0,5626.0,400.0,760.0,2780.0
101912166,HOUSTON ISD,HARRIS J.R. ELE,5,INDEPENDENT,801 BROADWAY ST,HOUSTON,77012.0,14.0,60.0,30.0,18.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912167,HOUSTON ISD,HARRIS R.P. ELE,5,INDEPENDENT,1262 MAE DR,HOUSTON,77015.0,14.0,41.0,21.0,17.0,0.0,0.0,7358.0,1062.0,1281.0,5427.0
101912168,HOUSTON ISD,HARTSFIELD ELEM,5,INDEPENDENT,5001 PERRY ST,HOUSTON,77021.0,18.0,27.0,14.0,10.0,0.0,0.0,4145.0,1175.0,266.0,1109.0
101912169,HOUSTON ISD,HARVARD ELEM.,5,INDEPENDENT,810 HARVARD ST,HOUSTON,77007.0,7.0,86.0,73.0,53.0,93.0,57.0,1518.0,6587.0,122.0,1176.0
101912170,HOUSTON ISD,HELMS ELEM.,5,INDEPENDENT,503 W 21ST ST,HOUSTON,77008.0,5.0,29.0,16.0,5.0,123.0,42.0,2792.0,4769.0,114.0,1833.0
101912171,HOUSTON ISD,HENDERSON J. EL,5,INDEPENDENT,1800 DISMUKE,HOUSTON,77023.0,39.0,97.0,66.0,46.0,0.0,0.0,3985.0,535.0,675.0,1840.0
101912172,HOUSTON ISD,HENDERSON N. EL,5,INDEPENDENT,701 SOLO ST,HOUSTON,77020.0,3.0,29.0,20.0,14.0,0.0,0.0,3651.0,310.0,726.0,1841.0
101912173,HOUSTON ISD,HEROD ELEM.,5,INDEPENDENT,5627 JASON ST,HOUSTON,77096.0,18.0,117.0,91.0,57.0,30.0,5.0,3395.0,3271.0,395.0,2932.0
101912174,HOUSTON ISD,HIGHLAND HEIGHT,5,INDEPENDENT,865 PAUL QUINN ST,HOUSTON,77091.0,30.0,39.0,26.0,16.0,11.0,8.0,4948.0,507.0,381.0,1241.0
101912175,HOUSTON ISD,HOBBY ELEM.,5,INDEPENDENT,4021 WOODMONT DR,HOUSTON,77045.0,33.0,83.0,50.0,31.0,10.0,0.0,5772.0,744.0,841.0,2893.0
101912178,HOUSTON ISD,HORN ELEM.,5,INDEPENDENT,4530 HOLLY ST,BELLAIRE,77401.0,5.0,121.0,115.0,105.0,88.0,78.0,635.0,2661.0,0.0,3236.0
101912179,HOUSTON ISD,MCGOWEN ELEM.,5,INDEPENDENT,6820 HOMESTEAD RD,HOUSTON,77028.0,12.0,36.0,23.0,13.0,0.0,0.0,3583.0,185.0,178.0,1143.0
101912180,HOUSTON ISD,ISAACS ELEM.,5,INDEPENDENT,3830 PICKFAIR ST,HOUSTON,77026.0,17.0,34.0,21.0,14.0,0.0,0.0,4168.0,189.0,650.0,815.0
101912181,HOUSTON ISD,JANOWSKI ELEM.,5,INDEPENDENT,7500 BAUMAN RD,HOUSTON,77022.0,13.0,64.0,35.0,19.0,8.0,0.0,4531.0,215.0,559.0,1809.0
101912182,HOUSTON ISD,JEFFERSON ELEM.,5,INDEPENDENT,5000 SHARMAN ST,HOUSTON,77009.0,14.0,43.0,27.0,13.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912185,HOUSTON ISD,KASHMERE GARDEN,5,INDEPENDENT,4901 LOCKWOOD DR,HOUSTON,77026.0,13.0,32.0,12.0,4.0,0.0,0.0,4168.0,189.0,650.0,815.0
101912186,HOUSTON ISD,ROBINSON ELEM.,5,INDEPENDENT,12425 WOODFOREST BLVD,HOUSTON,77013.0,23.0,49.0,19.0,14.0,0.0,0.0,2674.0,166.0,621.0,1610.0
101912187,HOUSTON ISD,KELSO ELEM.,5,INDEPENDENT,5800 SOUTHMUND ST,HOUSTON,77033.0,23.0,40.0,20.0,11.0,0.0,0.0,5842.0,225.0,716.0,1573.0
101912188,HOUSTON ISD,KENNEDY ELEM.,5,INDEPENDENT,400 VICTORIA DR,HOUSTON,77022.0,25.0,73.0,38.0,21.0,8.0,0.0,4531.0,215.0,559.0,1809.0
101912189,HOUSTON ISD,KOLTER ELEM.,5,INDEPENDENT,6300 AVE B,BELLAIRE,77401.0,10.0,88.0,73.0,54.0,88.0,78.0,635.0,2661.0,0.0,3236.0
101912192,HOUSTON ISD,LANTRIP ELEM.,5,INDEPENDENT,100 TELEPHONE RD,HOUSTON,77023.0,21.0,86.0,56.0,31.0,0.0,0.0,3985.0,535.0,675.0,1840.0
101912194,HOUSTON ISD,LEWIS ELEM.,5,INDEPENDENT,6745 TIPPERARY,HOUSTON,77061.0,46.0,101.0,59.0,34.0,0.0,0.0,4480.0,383.0,370.0,2048.0
101912195,HOUSTON ISD,LOCKHART ELEM.,5,INDEPENDENT,3200 ROSEDALE ST,HOUSTON,77004.0,16.0,64.0,41.0,27.0,34.0,0.0,3383.0,2722.0,182.0,617.0
101912196,HOUSTON ISD,LONGFELLOW ELEM,5,INDEPENDENT,3617 NORRIS,HOUSTON,77025.0,37.0,79.0,42.0,26.0,79.0,0.0,1824.0,4302.0,66.0,2528.0
101912197,HOUSTON ISD,LOOSCAN ELEM.,5,INDEPENDENT,3800 ROBERTSON ST,HOUSTON,77009.0,18.0,36.0,22.0,19.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912198,HOUSTON ISD,LOVE ELEM.,5,INDEPENDENT,1120 W 13TH ST,HOUSTON,77008.0,11.0,40.0,21.0,7.0,123.0,42.0,2792.0,4769.0,114.0,1833.0
101912199,HOUSTON ISD,LOVETT ELEM.,5,INDEPENDENT,8814 S RICE AVE,HOUSTON,77096.0,15.0,101.0,84.0,66.0,30.0,5.0,3395.0,3271.0,395.0,2932.0
101912201,HOUSTON ISD,MACGREGOR ELEM.,5,INDEPENDENT,4801 LABRANCH ST,HOUSTON,77004.0,12.0,79.0,47.0,22.0,34.0,0.0,3383.0,2722.0,182.0,617.0
101912203,HOUSTON ISD,MADING ELEM.,5,INDEPENDENT,8511 CRESTMONT ST,HOUSTON,77033.0,9.0,44.0,22.0,13.0,0.0,0.0,5842.0,225.0,716.0,1573.0
101912204,HOUSTON ISD,MEMORIAL ELEM.,5,INDEPENDENT,6401 ARNOT ST,HOUSTON,77007.0,4.0,44.0,34.0,23.0,93.0,57.0,1518.0,6587.0,122.0,1176.0
101912207,HOUSTON ISD,MONTGOMERY ELEM,5,INDEPENDENT,4000 SIMSBROOK DR,HOUSTON,77045.0,10.0,78.0,49.0,23.0,10.0,0.0,5772.0,744.0,841.0,2893.0
101912210,HOUSTON ISD,NORTHLINE ELEM.,5,INDEPENDENT,821 WITCHER LN,HOUSTON,77076.0,28.0,56.0,24.0,18.0,0.0,0.0,5751.0,104.0,1464.0,2230.0
101912211,HOUSTON ISD,OAK FOREST ELEM,5,INDEPENDENT,1401 W 43RD ST,HOUSTON,77018.0,6.0,130.0,109.0,87.0,64.0,0.0,3239.0,2390.0,576.0,1923.0
101912212,HOUSTON ISD,OATES ELEM.,5,INDEPENDENT,10044 WALLISVILLE RD,HOUSTON,77013.0,12.0,31.0,13.0,9.0,0.0,0.0,2674.0,166.0,621.0,1610.0
101912213,HOUSTON ISD,OSBORNE ELEM.,5,INDEPENDENT,800 RINGOLD ST,HOUSTON,77088.0,12.0,38.0,26.0,15.0,11.0,0.0,9894.0,810.0,863.0,4921.0
101912214,HOUSTON ISD,PARK PLACE ELEM,5,INDEPENDENT,8235 PARK PL BLVD,HOUSTON,77017.0,7.0,149.0,130.0,101.0,0.0,0.0,5268.0,384.0,680.0,3063.0
101912215,HOUSTON ISD,PARKER ELEM.,5,INDEPENDENT,10626 ATWELL DR,HOUSTON,77096.0,12.0,125.0,88.0,60.0,30.0,5.0,3395.0,3271.0,395.0,2932.0
101912216,HOUSTON ISD,PATTERSON ELEM.,5,INDEPENDENT,5302 ALLENDALE RD,HOUSTON,77017.0,12.0,117.0,90.0,54.0,0.0,0.0,5268.0,384.0,680.0,3063.0
101912217,HOUSTON ISD,PECK ELEM.,5,INDEPENDENT,5001 MARTIN LUTHER KING JR BLVD,HOUSTON,77021.0,14.0,50.0,26.0,15.0,0.0,0.0,4145.0,1175.0,266.0,1109.0
101912218,HOUSTON ISD,PILGRIM ACAD.,5,INDEPENDENT,6302 SKYLINE,HOUSTON,77057.0,26.0,114.0,80.0,62.0,58.0,30.0,2632.0,4560.0,432.0,2070.0
101912219,HOUSTON ISD,PINEY POINT ELE,5,INDEPENDENT,8921 PAGEWOOD LN,HOUSTON,77063.0,51.0,124.0,77.0,43.0,9.0,15.0,4015.0,3128.0,650.0,1643.0
101912220,HOUSTON ISD,PLEASANTVILLE E,5,INDEPENDENT,1431 GELLHORN DR,HOUSTON,77029.0,10.0,28.0,11.0,7.0,0.0,0.0,2382.0,235.0,1145.0,1121.0
101912221,HOUSTON ISD,POE ELEM.,5,INDEPENDENT,5100 HAZARD ST,HOUSTON,77098.0,25.0,135.0,97.0,76.0,25.0,0.0,260.0,2565.0,0.0,676.0
101912222,HOUSTON ISD,PORT HOUSTON EL,5,INDEPENDENT,1800 MCCARTY ST,HOUSTON,77029.0,17.0,22.0,13.0,5.0,0.0,0.0,2382.0,235.0,1145.0,1121.0
101912223,HOUSTON ISD,PUGH ELEM.,5,INDEPENDENT,1147 KRESS ST,HOUSTON,77020.0,8.0,45.0,29.0,16.0,0.0,0.0,3651.0,310.0,726.0,1841.0
101912224,HOUSTON ISD,RED ELEM.,5,INDEPENDENT,4520 TONAWANDA DR,HOUSTON,77035.0,8.0,66.0,57.0,37.0,18.0,0.0,4333.0,1822.0,1441.0,1973.0
101912225,HOUSTON ISD,REYNOLDS ELEM.,5,INDEPENDENT,9601 ROSEHAVEN DR,HOUSTON,77051.0,18.0,44.0,28.0,15.0,0.0,0.0,2813.0,219.0,145.0,570.0
101912227,HOUSTON ISD,MCNAMARA ELEM.,5,INDEPENDENT,8714 MCAVOY DR,HOUSTON,77074.0,34.0,86.0,61.0,40.0,0.0,0.0,6960.0,947.0,2099.0,2197.0
101912228,HOUSTON ISD,RIVER OAKS ELEM,5,INDEPENDENT,2008 KIRBY DR,HOUSTON,77019.0,1.0,109.0,105.0,88.0,87.0,57.0,885.0,3362.0,150.0,1150.0
101912229,HOUSTON ISD,ROBERTS ELEM.,5,INDEPENDENT,6000 GREENBRIAR ST,HOUSTON,77030.0,1.0,108.0,102.0,92.0,6.0,0.0,229.0,1671.0,0.0,965.0
101912231,HOUSTON ISD,ROOSEVELT ELEM.,5,INDEPENDENT,6700 FULTON ST,HOUSTON,77022.0,23.0,83.0,55.0,34.0,8.0,0.0,4531.0,215.0,559.0,1809.0
101912232,HOUSTON ISD,ROSS ELEM.,5,INDEPENDENT,2819 BAY ST,HOUSTON,77026.0,17.0,25.0,13.0,7.0,0.0,0.0,4168.0,189.0,650.0,815.0
101912233,HOUSTON ISD,RUCKER ELEM.,5,INDEPENDENT,5201 VINETT ST,HOUSTON,77017.0,26.0,51.0,41.0,15.0,0.0,0.0,5268.0,384.0,680.0,3063.0
101912234,HOUSTON ISD,BAYLOR COLLEGE,5,INDEPENDENT,2805 GARROW ST,HOUSTON,77003.0,14.0,41.0,27.0,15.0,7.0,0.0,835.0,842.0,97.0,234.0
101912237,HOUSTON ISD,SCARBOROUGH ELE,5,INDEPENDENT,3021 LITTLE YORK RD,HOUSTON,77093.0,26.0,75.0,40.0,18.0,0.0,0.0,6368.0,123.0,1284.0,3614.0
101912239,HOUSTON ISD,SHEARN ELEM.,5,INDEPENDENT,9802 STELLA LINK RD,HOUSTON,77025.0,38.0,52.0,32.0,23.0,79.0,0.0,1824.0,4302.0,66.0,2528.0
101912240,HOUSTON ISD,SHERMAN ELEM.,5,INDEPENDENT,1909 MCKEE ST,HOUSTON,77009.0,32.0,56.0,25.0,16.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912241,HOUSTON ISD,SINCLAIR ELEM.,5,INDEPENDENT,6410 GROVEWOOD LN,HOUSTON,77008.0,23.0,58.0,35.0,16.0,123.0,42.0,2792.0,4769.0,114.0,1833.0
101912242,HOUSTON ISD,SMITH ELEM.,5,INDEPENDENT,4802 CHRYSTELL LN,HOUSTON,77092.0,37.0,67.0,34.0,17.0,0.0,0.0,7390.0,973.0,613.0,2588.0
101912243,HOUSTON ISD,THOMPSON ELEM.,5,INDEPENDENT,6121 TIERWESTER,HOUSTON,77021.0,14.0,30.0,14.0,7.0,0.0,0.0,4145.0,1175.0,266.0,1109.0
101912244,HOUSTON ISD,SOUTHMAYD ELEM.,5,INDEPENDENT,1800 CORAL ST,HOUSTON,77012.0,9.0,83.0,67.0,40.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912245,HOUSTON ISD,STEVENS ELEM.,5,INDEPENDENT,1910 LAMONTE LN,HOUSTON,77018.0,26.0,51.0,24.0,8.0,64.0,0.0,3239.0,2390.0,576.0,1923.0
101912247,HOUSTON ISD,YOUNG ELEM.,5,INDEPENDENT,3555 BELLFORT AVE,HOUSTON,77051.0,16.0,27.0,14.0,7.0,0.0,0.0,2813.0,219.0,145.0,570.0
101912248,HOUSTON ISD,SUTTON ELEM.,5,INDEPENDENT,7402 ALBACORE DR,HOUSTON,77074.0,21.0,132.0,102.0,70.0,0.0,0.0,6960.0,947.0,2099.0,2197.0
101912249,HOUSTON ISD,TRAVIS ELEM.,5,INDEPENDENT,3311 BEAUCHAMP ST,HOUSTON,77009.0,11.0,94.0,72.0,48.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912251,HOUSTON ISD,TWAIN ELEM.,5,INDEPENDENT,7500 BRAES BLVD,HOUSTON,77025.0,6.0,132.0,117.0,100.0,79.0,0.0,1824.0,4302.0,66.0,2528.0
101912252,HOUSTON ISD,WAINWRIGHT ELEM,5,INDEPENDENT,5330 MILWEE ST,HOUSTON,77092.0,16.0,38.0,15.0,10.0,0.0,0.0,7390.0,973.0,613.0,2588.0
101912253,HOUSTON ISD,WALNUT BEND ELE,5,INDEPENDENT,10620 BRIAR FOREST,HOUSTON,77042.0,32.0,86.0,52.0,37.0,47.0,0.0,4442.0,2989.0,517.0,2230.0
101912254,HOUSTON ISD,WESLEY ELEM.,5,INDEPENDENT,800 DILLARD ST,HOUSTON,77091.0,24.0,22.0,7.0,5.0,11.0,8.0,4948.0,507.0,381.0,1241.0
101912255,HOUSTON ISD,WEST UNIVERSITY,5,INDEPENDENT,3756 UNIVERSITY BLVD,HOUSTON,77005.0,2.0,206.0,201.0,193.0,85.0,38.0,432.0,4226.0,214.0,3569.0
101912256,HOUSTON ISD,WHARTON K-8 DUA,5,INDEPENDENT,900 W GRAY ST,HOUSTON,77019.0,10.0,51.0,41.0,30.0,87.0,57.0,885.0,3362.0,150.0,1150.0
101912257,HOUSTON ISD,WHIDBY ELEM.,5,INDEPENDENT,7625 SPRINGHILL ST,HOUSTON,77021.0,26.0,59.0,26.0,15.0,0.0,0.0,4145.0,1175.0,266.0,1109.0
101912258,HOUSTON ISD,WHITTIER ELEM.,5,INDEPENDENT,10511 LACROSSE ST,HOUSTON,77029.0,13.0,64.0,41.0,26.0,0.0,0.0,2382.0,235.0,1145.0,1121.0
101912259,HOUSTON ISD,WILSON MONTESSO,5,INDEPENDENT,2100 YUPON ST,HOUSTON,77006.0,13.0,42.0,26.0,10.0,78.0,18.0,966.0,3634.0,13.0,650.0
101912260,HOUSTON ISD,WINDSOR VILLAGE,5,INDEPENDENT,14440 POLO ST,HOUSTON,77085.0,9.0,92.0,72.0,47.0,0.0,0.0,2422.0,591.0,199.0,1598.0
101912262,HOUSTON ISD,GRISSOM ELEM.,5,INDEPENDENT,4900 SIMSBROOK DR,HOUSTON,77045.0,19.0,58.0,27.0,16.0,10.0,0.0,5772.0,744.0,841.0,2893.0
101912263,HOUSTON ISD,LAW ELEM.,5,INDEPENDENT,12401 S COAST DR,HOUSTON,77047.0,35.0,43.0,25.0,13.0,0.0,0.0,4020.0,1536.0,492.0,1908.0
101912264,HOUSTON ISD,MITCHELL ELEM.,5,INDEPENDENT,10900 GULFDALE DR,HOUSTON,77075.0,11.0,28.0,18.0,10.0,0.0,0.0,7177.0,585.0,808.0,4346.0
101912265,HOUSTON ISD,PETERSEN ELEM.,5,INDEPENDENT,14404 WATERLOO DR,HOUSTON,77045.0,23.0,41.0,24.0,14.0,10.0,0.0,5772.0,744.0,841.0,2893.0
101912267,HOUSTON ISD,WHITE E. ELEM.,5,INDEPENDENT,9001 TRIOLA LN,HOUSTON,77036.0,6.0,99.0,81.0,54.0,0.0,0.0,11498.0,1394.0,2778.0,4405.0
101912268,HOUSTON ISD,BENBROOK ELEM.,5,INDEPENDENT,4026 BOLIN RD,HOUSTON,77092.0,10.0,84.0,61.0,40.0,0.0,0.0,7390.0,973.0,613.0,2588.0
101912269,HOUSTON ISD,SCROGGINS ELEM.,5,INDEPENDENT,400 BOYLES ST,HOUSTON,77020.0,18.0,65.0,36.0,19.0,0.0,0.0,3651.0,310.0,726.0,1841.0
101912271,HOUSTON ISD,FOERSTER ELEM.,5,INDEPENDENT,14200 FONMEADOW DR,HOUSTON,77035.0,38.0,58.0,37.0,18.0,18.0,0.0,4333.0,1822.0,1441.0,1973.0
101912273,HOUSTON ISD,ASHFORD ELEM.,5,INDEPENDENT,1815 SHANNON VLY DR,HOUSTON,77077.0,35.0,31.0,7.0,3.0,39.0,11.0,5022.0,7257.0,191.0,4214.0
101912274,HOUSTON ISD,ASKEW ELEM.,5,INDEPENDENT,11200 WOOD LODGE DR,HOUSTON,77077.0,40.0,96.0,51.0,39.0,39.0,11.0,5022.0,7257.0,191.0,4214.0
101912275,HOUSTON ISD,BUSH ELEM.,5,INDEPENDENT,13800 WESTERLOCH DR,HOUSTON,77077.0,6.0,111.0,99.0,81.0,39.0,11.0,5022.0,7257.0,191.0,4214.0
101912276,HOUSTON ISD,SHADOWBRIAR ELE,5,INDEPENDENT,2650 SHADOWBRIAR DR,HOUSTON,77077.0,31.0,39.0,20.0,8.0,39.0,11.0,5022.0,7257.0,191.0,4214.0
101912279,HOUSTON ISD,TIJERINA ELEM.,5,INDEPENDENT,6501 SHERMAN ST,HOUSTON,77011.0,17.0,50.0,33.0,20.0,0.0,0.0,2381.0,138.0,475.0,1399.0
101912281,HOUSTON ISD,SANCHEZ ELEM.,5,INDEPENDENT,2700 BERKLEY ST,HOUSTON,77012.0,8.0,91.0,75.0,46.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912283,HOUSTON ISD,GARCIA ELEM.,5,INDEPENDENT,9550 ALDINE WESTFIELD RD,HOUSTON,77093.0,24.0,60.0,35.0,15.0,0.0,0.0,6368.0,123.0,1284.0,3614.0
101912285,HOUSTON ISD,VALLEY WEST ELE,5,INDEPENDENT,10707 S GESSNER DR,HOUSTON,77071.0,30.0,105.0,59.0,37.0,62.0,0.0,3643.0,1449.0,243.0,2729.0
101912286,HOUSTON ISD,HERRERA ELEM.,5,INDEPENDENT,525 BENNINGTON ST,HOUSTON,77022.0,30.0,104.0,74.0,42.0,8.0,0.0,4531.0,215.0,559.0,1809.0
101912287,HOUSTON ISD,CAGE ELEM.,5,INDEPENDENT,4528 LEELAND ST,HOUSTON,77023.0,14.0,68.0,34.0,20.0,0.0,0.0,3985.0,535.0,675.0,1840.0
101912289,HOUSTON ISD,MARTINEZ C. ELE,5,INDEPENDENT,901 HAYS ST,HOUSTON,77009.0,29.0,24.0,9.0,6.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912290,HOUSTON ISD,CRESPO ELEM.,5,INDEPENDENT,7500 OFFICE CITY DR,HOUSTON,77012.0,12.0,111.0,80.0,50.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912291,HOUSTON ISD,GALLEGOS ELEM.,5,INDEPENDENT,7415 HARRISBURG BLVD,HOUSTON,77011.0,19.0,29.0,16.0,7.0,0.0,0.0,2381.0,138.0,475.0,1399.0
101912292,HOUSTON ISD,CARRILLO ELEM.,5,INDEPENDENT,960 S WAYSIDE DR,HOUSTON,77023.0,7.0,74.0,58.0,41.0,0.0,0.0,3985.0,535.0,675.0,1840.0
101912295,HOUSTON ISD,BENAVIDEZ ELEM.,5,INDEPENDENT,6262 GULFTON ST,HOUSTON,77081.0,29.0,87.0,65.0,39.0,22.0,0.0,7822.0,894.0,2910.0,2672.0
101912297,HOUSTON ISD,DAVILA ELEM.,5,INDEPENDENT,7610 DAHLIA ST,HOUSTON,77012.0,7.0,44.0,27.0,17.0,0.0,0.0,2736.0,47.0,583.0,1371.0
101912298,HOUSTON ISD,MARTINEZ R. ELE,5,INDEPENDENT,7211 MARKET ST,HOUSTON,77020.0,22.0,67.0,40.0,23.0,0.0,0.0,3651.0,310.0,726.0,1841.0
101912299,HOUSTON ISD,MILNE ELEM.,5,INDEPENDENT,7800 PORTAL DR,HOUSTON,77071.0,31.0,50.0,28.0,14.0,62.0,0.0,3643.0,1449.0,243.0,2729.0
101912300,HOUSTON ISD,INSPIRED FOR EX,5,INDEPENDENT,12525 FONDREN RD,HOUSTON,77035.0,31.0,4.0,0.0,0.0,18.0,0.0,4333.0,1822.0,1441.0,1973.0
101912340,HOUSTON ISD,LAS AMERICAS,5,INDEPENDENT,6501 BELLAIRE BLVD,HOUSTON,77074.0,39.0,0.0,0.0,0.0,0.0,0.0,6960.0,947.0,2099.0,2197.0
101912344,HOUSTON ISD,BRIARMEADOW CHA,5,INDEPENDENT,3601 DUNVALE,HOUSTON,77063.0,10.0,59.0,36.0,25.0,9.0,15.0,4015.0,3128.0,650.0,1643.0
101912353,HOUSTON ISD,SCHOOL AT ST. G,5,INDEPENDENT,5430 HIDALGO ST,HOUSTON,77056.0,7.0,99.0,68.0,54.0,128.0,65.0,1152.0,3401.0,10.0,1209.0
101912358,HOUSTON ISD,COOK JR. ELEM.,5,INDEPENDENT,7115 LOCKWOOD,HOUSTON,77016.0,26.0,50.0,34.0,19.0,3.0,0.0,6376.0,664.0,582.0,1619.0
101912359,HOUSTON ISD,MORENO ELEM.,5,INDEPENDENT,620 E CANINO,HOUSTON,77037.0,8.0,120.0,90.0,70.0,0.0,0.0,2938.0,51.0,492.0,1991.0
101912364,HOUSTON ISD,ENERGIZED FOR E,5,INDEPENDENT,6201 BISSONNET,HOUSTON,77081.0,32.0,220.0,165.0,111.0,22.0,0.0,7822.0,894.0,2910.0,2672.0
