CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
125905101,PREMONT ISD,PREMONT EARLY C,3,18.0,13.0,5.0,18.0,,,,,,17.0,,12.0,,5.0,,,18.0,4.0,14.0,,18.0,13.0,5.0,14.0,9.0,5.0,14.0,,,,,,14.0,,9.0,,5.0,,,13.0,1.0,13.0,,12.0,4.0,10.0,5.0,2.0,3.0,5.0,,,,,,5.0,,3.0,,2.0,,,5.0,1.0,4.0,,3.0,0.0,5.0,3.0,1.0,2.0,3.0,,,,,,3.0,,2.0,,1.0,,,3.0,1.0,2.0,,2.0,0.0,3.0,'125905101,400 CORA,PREMONT,78375-1165,INDEPENDENT
125906101,LA GLORIA ISD,LA GLORIA ELEM.,3,1.0,1.0,0.0,1.0,,,,,,0.0,1.0,0.0,,,,,1.0,,1.0,,1.0,,1.0,19.0,10.0,9.0,18.0,,,,,,9.0,10.0,7.0,,,,,19.0,,19.0,,15.0,,19.0,11.0,7.0,4.0,11.0,,,,,,6.0,5.0,5.0,,,,,11.0,,11.0,,7.0,,11.0,7.0,4.0,3.0,7.0,,,,,,3.0,4.0,3.0,,,,,7.0,,7.0,,3.0,,7.0,'125906101,182 E COUNTY RD 401,FALFURRIAS,78355-9712,INDEPENDENT
126901101,ALVARADO ISD,ALVARADO ELEM.-,3,4.0,2.0,2.0,0.0,,,,,2.0,4.0,0.0,4.0,,,,,4.0,2.0,2.0,,4.0,4.0,0.0,60.0,35.0,25.0,24.0,,,,,32.0,43.0,17.0,39.0,,,,,60.0,4.0,56.0,,56.0,27.0,33.0,43.0,27.0,16.0,20.0,,,,,20.0,29.0,14.0,25.0,,,,,43.0,1.0,42.0,,39.0,18.0,25.0,22.0,15.0,7.0,11.0,,,,,9.0,17.0,5.0,14.0,,,,,22.0,0.0,22.0,,19.0,10.0,12.0,'126901101,1000 E DAVIS,ALVARADO,76009-0387,INDEPENDENT
126901102,ALVARADO ISD,ALVARADO ELEM.-,3,13.0,7.0,6.0,5.0,,,,,7.0,12.0,1.0,11.0,1.0,,,,13.0,,10.0,0.0,13.0,11.0,2.0,78.0,38.0,40.0,20.0,,,,,49.0,51.0,27.0,47.0,4.0,,,,78.0,,77.0,12.0,66.0,25.0,53.0,52.0,30.0,22.0,13.0,,,,,34.0,31.0,21.0,28.0,3.0,,,,52.0,,52.0,12.0,40.0,8.0,44.0,26.0,19.0,7.0,6.0,,,,,20.0,17.0,9.0,14.0,3.0,,,,26.0,,26.0,11.0,15.0,3.0,23.0,'126901102,1500 N CUMMINGS,ALVARADO,76009-0387,INDEPENDENT
126901103,ALVARADO ISD,LILLIAN ELEM.,3,16.0,8.0,8.0,8.0,,,,,7.0,13.0,3.0,11.0,2.0,,,,16.0,2.0,14.0,,16.0,13.0,3.0,64.0,38.0,26.0,34.0,,,,,29.0,46.0,18.0,39.0,7.0,,,,64.0,3.0,61.0,,60.0,35.0,29.0,40.0,24.0,16.0,17.0,,,,,22.0,28.0,12.0,22.0,6.0,,,,40.0,2.0,38.0,,36.0,17.0,23.0,15.0,8.0,7.0,7.0,,,,,8.0,10.0,5.0,7.0,3.0,,,,15.0,1.0,14.0,,11.0,7.0,8.0,'126901103,5001 FM 2738,ALVARADO,76009,INDEPENDENT
126902101,BURLESON ISD,THE ACAD. AT NO,3,15.0,8.0,7.0,2.0,,,,,12.0,2.0,13.0,2.0,,,,,15.0,6.0,9.0,0.0,15.0,12.0,3.0,95.0,42.0,53.0,9.0,,,,,79.0,11.0,84.0,10.0,,,,,95.0,13.0,82.0,12.0,83.0,20.0,75.0,65.0,29.0,36.0,6.0,,,,,55.0,6.0,59.0,6.0,,,,,65.0,6.0,59.0,12.0,53.0,5.0,60.0,39.0,21.0,18.0,6.0,,,,,31.0,1.0,38.0,1.0,,,,,39.0,3.0,36.0,12.0,27.0,2.0,37.0,'126902101,201 S DOBSON ST,BURLESON,76028-4809,INDEPENDENT
126902102,BURLESON ISD,FRAZIER ELEM.,3,20.0,12.0,8.0,7.0,,,3.0,,9.0,13.0,7.0,12.0,,,,,20.0,7.0,13.0,,20.0,15.0,5.0,70.0,39.0,31.0,12.0,,,2.0,,52.0,19.0,51.0,17.0,,,,,70.0,3.0,67.0,,68.0,12.0,58.0,42.0,25.0,17.0,6.0,,,1.0,,32.0,7.0,35.0,6.0,,,,,42.0,1.0,41.0,,40.0,2.0,40.0,18.0,10.0,8.0,1.0,,,0.0,,16.0,4.0,14.0,3.0,,,,,18.0,0.0,18.0,,16.0,0.0,18.0,'126902102,1125 SUMMERVREST BLVD,BURLESON,76028-5602,INDEPENDENT
126902103,BURLESON ISD,MOUND ELEM.,3,5.0,2.0,3.0,1.0,,,,,4.0,4.0,1.0,3.0,,,,,5.0,2.0,3.0,,5.0,4.0,1.0,67.0,36.0,31.0,11.0,,,,,54.0,31.0,36.0,28.0,,,,,67.0,9.0,58.0,,63.0,22.0,45.0,48.0,25.0,23.0,8.0,,,,,39.0,19.0,29.0,17.0,,,,,48.0,4.0,44.0,,44.0,12.0,36.0,27.0,17.0,10.0,6.0,,,,,21.0,9.0,18.0,8.0,,,,,27.0,1.0,26.0,,23.0,7.0,20.0,'126902103,205 S W THOMAS ST,BURLESON,76028-3819,INDEPENDENT
126902104,BURLESON ISD,NORWOOD ELEM.,3,14.0,6.0,8.0,3.0,,,,,9.0,10.0,4.0,8.0,2.0,,,,14.0,5.0,9.0,,14.0,14.0,0.0,50.0,26.0,24.0,10.0,,,,,35.0,24.0,26.0,17.0,7.0,,,,50.0,5.0,45.0,,48.0,21.0,29.0,37.0,19.0,18.0,7.0,,,,,27.0,18.0,19.0,14.0,4.0,,,,37.0,4.0,33.0,,35.0,10.0,27.0,23.0,13.0,10.0,4.0,,,,,17.0,12.0,11.0,9.0,3.0,,,,23.0,3.0,20.0,,21.0,3.0,20.0,'126902104,619 EVELYN LN,BURLESON,76028-6520,INDEPENDENT
126902105,BURLESON ISD,JACK TAYLOR ELE,3,14.0,5.0,9.0,9.0,,,,,3.0,9.0,5.0,8.0,1.0,,,,14.0,3.0,11.0,,14.0,12.0,2.0,42.0,19.0,23.0,25.0,,,,,14.0,27.0,15.0,22.0,5.0,,,,42.0,6.0,36.0,,40.0,30.0,12.0,16.0,9.0,7.0,9.0,,,,,7.0,8.0,8.0,6.0,2.0,,,,16.0,2.0,14.0,,14.0,10.0,6.0,6.0,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,0.0,,,,6.0,0.0,6.0,,5.0,3.0,3.0,'126902105,400 N E ALSBURY BLVD,BURLESON,76028-2624,INDEPENDENT
126902107,BURLESON ISD,WILLIAM STRIBLI,3,21.0,9.0,12.0,3.0,,,,,17.0,10.0,11.0,9.0,1.0,,,,21.0,5.0,16.0,,21.0,16.0,5.0,92.0,54.0,38.0,12.0,,,,,75.0,25.0,67.0,21.0,4.0,,,,91.0,10.0,82.0,,88.0,24.0,68.0,53.0,30.0,23.0,6.0,,,,,45.0,13.0,40.0,12.0,1.0,,,,53.0,4.0,49.0,,49.0,2.0,51.0,25.0,14.0,11.0,3.0,,,,,21.0,6.0,19.0,5.0,1.0,,,,25.0,3.0,22.0,,22.0,1.0,24.0,'126902107,1881 E RENFRO,BURLESON,76028-5719,INDEPENDENT
126902108,BURLESON ISD,BRANSOM ELEM.,3,22.0,11.0,11.0,7.0,,,,,15.0,14.0,8.0,12.0,2.0,,,,22.0,6.0,16.0,,22.0,17.0,5.0,87.0,43.0,44.0,19.0,,,,,60.0,32.0,55.0,26.0,6.0,,,,87.0,4.0,83.0,,83.0,30.0,57.0,43.0,18.0,25.0,9.0,,,,,29.0,12.0,31.0,8.0,4.0,,,,43.0,1.0,42.0,,39.0,6.0,37.0,26.0,12.0,14.0,5.0,,,,,19.0,8.0,18.0,6.0,2.0,,,,26.0,0.0,26.0,,22.0,3.0,23.0,'126902108,820 S HURST,BURLESON,76028,INDEPENDENT
126902109,BURLESON ISD,JUDY HAJEK ELEM,3,20.0,6.0,14.0,8.0,,0.0,0.0,,12.0,11.0,9.0,7.0,4.0,,,,20.0,7.0,13.0,0.0,20.0,17.0,3.0,106.0,54.0,52.0,18.0,,7.0,8.0,,70.0,28.0,78.0,18.0,10.0,,,,106.0,7.0,99.0,8.0,98.0,32.0,74.0,73.0,39.0,34.0,9.0,,5.0,7.0,,50.0,17.0,56.0,11.0,6.0,,,,73.0,5.0,68.0,8.0,65.0,17.0,56.0,38.0,20.0,18.0,4.0,,3.0,3.0,,26.0,6.0,32.0,3.0,3.0,,,,38.0,2.0,36.0,8.0,30.0,4.0,34.0,'126902109,555 NE MCALISTER,BURLESON,76028,INDEPENDENT
126902110,BURLESON ISD,ANN BROCK ELEM.,3,24.0,11.0,13.0,13.0,,,2.0,,7.0,19.0,5.0,18.0,1.0,,,,24.0,8.0,16.0,,24.0,17.0,7.0,73.0,41.0,32.0,12.0,,,7.0,,47.0,35.0,38.0,27.0,8.0,,,,73.0,7.0,66.0,,70.0,25.0,48.0,40.0,22.0,18.0,9.0,,,1.0,,23.0,18.0,22.0,14.0,4.0,,,,40.0,3.0,37.0,,37.0,8.0,32.0,22.0,12.0,10.0,3.0,,,1.0,,15.0,10.0,12.0,6.0,4.0,,,,22.0,0.0,22.0,,19.0,4.0,18.0,'126902110,12000 OAK GROVE RD,FORT WORTH,76028,INDEPENDENT
126902111,BURLESON ISD,IRENE CLINKSCAL,3,24.0,9.0,15.0,3.0,,,,,17.0,13.0,11.0,10.0,3.0,,,,24.0,10.0,14.0,0.0,24.0,21.0,3.0,92.0,54.0,38.0,13.0,,,,,66.0,34.0,58.0,27.0,7.0,,,,92.0,11.0,81.0,8.0,84.0,33.0,59.0,66.0,37.0,29.0,9.0,,,,,47.0,19.0,47.0,14.0,5.0,,,,66.0,4.0,62.0,8.0,58.0,16.0,50.0,40.0,26.0,14.0,4.0,,,,,30.0,15.0,25.0,11.0,4.0,,,,40.0,2.0,38.0,8.0,32.0,8.0,32.0,'126902111,600 BLAYKE ST,BURLESON,76028,INDEPENDENT
126903101,CLEBURNE ISD,ADAMS ELEM.,3,16.0,5.0,11.0,5.0,,,,,8.0,13.0,3.0,13.0,0.0,,,,16.0,2.0,14.0,,16.0,13.0,3.0,46.0,27.0,19.0,7.0,,,,,36.0,27.0,19.0,22.0,5.0,,,,46.0,4.0,42.0,,45.0,15.0,31.0,27.0,19.0,8.0,2.0,,,,,24.0,15.0,12.0,11.0,4.0,,,,27.0,2.0,25.0,,26.0,6.0,21.0,13.0,9.0,4.0,1.0,,,,,11.0,6.0,7.0,6.0,0.0,,,,13.0,0.0,13.0,,12.0,2.0,11.0,'126903101,1492 IS GROVE RD,CLEBURNE,76031-6806,INDEPENDENT
126903102,CLEBURNE ISD,COLEMAN ELEM.,3,25.0,15.0,10.0,11.0,,,,,10.0,18.0,7.0,17.0,1.0,,,,25.0,3.0,22.0,0.0,25.0,13.0,12.0,62.0,28.0,34.0,17.0,,,,,36.0,33.0,29.0,29.0,4.0,,,,62.0,4.0,58.0,5.0,57.0,13.0,49.0,37.0,21.0,16.0,9.0,,,,,23.0,14.0,23.0,12.0,2.0,,,,37.0,3.0,34.0,5.0,32.0,8.0,29.0,16.0,9.0,7.0,2.0,,,,,12.0,3.0,13.0,3.0,0.0,,,,16.0,3.0,13.0,4.0,12.0,2.0,14.0,'126903102,920 W WESTHILL DR,CLEBURNE,76033-6199,INDEPENDENT
126903103,CLEBURNE ISD,MARTI ELEM.,3,27.0,15.0,12.0,7.0,,,,,15.0,19.0,8.0,18.0,1.0,,,,27.0,1.0,26.0,,27.0,13.0,14.0,45.0,21.0,24.0,8.0,,,,,31.0,29.0,16.0,20.0,9.0,,,,45.0,4.0,41.0,,43.0,13.0,32.0,23.0,10.0,13.0,5.0,,,,,17.0,12.0,11.0,10.0,2.0,,,,23.0,3.0,20.0,,22.0,5.0,18.0,8.0,4.0,4.0,1.0,,,,,6.0,4.0,4.0,3.0,1.0,,,,8.0,2.0,6.0,,7.0,1.0,7.0,'126903103,2020 W KILPATRICK,CLEBURNE,76033-2099,INDEPENDENT
126903104,CLEBURNE ISD,IRVING ELEM.,3,24.0,9.0,15.0,15.0,,,,,7.0,21.0,3.0,21.0,0.0,,,,24.0,6.0,18.0,,24.0,16.0,8.0,38.0,18.0,20.0,24.0,,,,,11.0,35.0,3.0,30.0,5.0,,,,38.0,2.0,36.0,,35.0,21.0,17.0,12.0,7.0,5.0,9.0,,,,,3.0,12.0,0.0,10.0,2.0,,,,12.0,1.0,11.0,,11.0,7.0,5.0,2.0,2.0,0.0,1.0,,,,,1.0,2.0,0.0,1.0,1.0,,,,2.0,0.0,2.0,,2.0,2.0,0.0,'126903104,345 HIX RD,CLEBURNE,76031,INDEPENDENT
126903108,CLEBURNE ISD,GERARD ELEM.,3,4.0,0.0,4.0,1.0,,,,,2.0,4.0,0.0,3.0,,,,,4.0,,4.0,0.0,4.0,2.0,2.0,73.0,35.0,38.0,17.0,,,,,52.0,29.0,44.0,26.0,,,,,72.0,,70.0,8.0,65.0,17.0,56.0,51.0,27.0,24.0,14.0,,,,,35.0,20.0,31.0,17.0,,,,,50.0,,49.0,8.0,43.0,10.0,41.0,28.0,16.0,12.0,8.0,,,,,18.0,11.0,17.0,10.0,,,,,28.0,,28.0,6.0,22.0,3.0,25.0,'126903108,1212 HYDE PARK,CLEBURNE,76033-6564,INDEPENDENT
126903109,CLEBURNE ISD,COOKE ELEM.,3,29.0,16.0,13.0,15.0,,,,,9.0,25.0,4.0,25.0,,,,,29.0,11.0,18.0,0.0,29.0,27.0,2.0,60.0,21.0,39.0,35.0,,,,,22.0,48.0,12.0,44.0,,,,,60.0,3.0,57.0,7.0,53.0,43.0,17.0,32.0,11.0,21.0,19.0,,,,,11.0,26.0,6.0,25.0,,,,,32.0,1.0,31.0,7.0,25.0,23.0,9.0,7.0,2.0,5.0,4.0,,,,,3.0,5.0,2.0,5.0,,,,,7.0,0.0,7.0,2.0,5.0,5.0,2.0,'126903109,902 PHILLIPS ST,CLEBURNE,76033,INDEPENDENT
126903111,CLEBURNE ISD,SANTA FE ELEM.,3,23.0,14.0,9.0,10.0,,,,,10.0,23.0,,23.0,,,,,23.0,5.0,18.0,0.0,23.0,15.0,8.0,25.0,11.0,14.0,19.0,,,,,5.0,23.0,,21.0,,,,,25.0,1.0,24.0,5.0,20.0,14.0,11.0,9.0,5.0,4.0,8.0,,,,,1.0,9.0,,8.0,,,,,9.0,1.0,8.0,3.0,6.0,5.0,4.0,4.0,3.0,1.0,3.0,,,,,1.0,4.0,,4.0,,,,,4.0,1.0,3.0,3.0,1.0,2.0,2.0,'126903111,1601 E HENDERSON,CLEBURNE,76031-5207,INDEPENDENT
126904102,GRANDVIEW ISD,GRANDVIEW ELEM.,3,9.0,6.0,3.0,3.0,,,,,6.0,8.0,1.0,8.0,,,,,9.0,2.0,7.0,0.0,9.0,4.0,5.0,82.0,44.0,38.0,13.0,,,,,66.0,28.0,54.0,24.0,,,,,82.0,3.0,79.0,7.0,75.0,13.0,69.0,63.0,35.0,28.0,8.0,,,,,53.0,15.0,48.0,13.0,,,,,63.0,2.0,61.0,7.0,56.0,5.0,58.0,30.0,15.0,15.0,3.0,,,,,25.0,5.0,25.0,3.0,,,,,30.0,0.0,30.0,7.0,23.0,1.0,29.0,'126904102,301 ZEBRA PKWY,GRANDVIEW,76050,INDEPENDENT
126905101,JOSHUA ISD,H.D. STAPLES EL,3,15.0,8.0,7.0,4.0,,,,,10.0,10.0,5.0,10.0,,,,,15.0,5.0,10.0,,15.0,13.0,2.0,68.0,33.0,35.0,19.0,,,,,46.0,40.0,28.0,37.0,,,,,68.0,7.0,61.0,,67.0,15.0,53.0,42.0,22.0,20.0,7.0,,,,,33.0,24.0,18.0,21.0,,,,,42.0,5.0,37.0,,41.0,4.0,38.0,19.0,10.0,9.0,2.0,,,,,15.0,8.0,11.0,7.0,,,,,19.0,1.0,18.0,,18.0,1.0,18.0,'126905101,505 S MAIN,JOSHUA,76058-3147,INDEPENDENT
126905103,JOSHUA ISD,A.G. ELDER ELEM,3,10.0,6.0,4.0,5.0,,,,,5.0,5.0,5.0,5.0,0.0,,,,10.0,3.0,7.0,,10.0,7.0,3.0,84.0,39.0,45.0,27.0,,,,,55.0,55.0,29.0,49.0,6.0,,,,84.0,3.0,81.0,,84.0,34.0,50.0,64.0,30.0,34.0,19.0,,,,,43.0,40.0,24.0,34.0,6.0,,,,64.0,3.0,61.0,,64.0,21.0,43.0,34.0,17.0,17.0,11.0,,,,,23.0,18.0,16.0,13.0,5.0,,,,34.0,0.0,34.0,,34.0,8.0,26.0,'126905103,513 HENDERSON ST,JOSHUA,76058-3180,INDEPENDENT
126905104,JOSHUA ISD,NORTH JOSHUA EL,3,5.0,4.0,1.0,1.0,,,,,4.0,3.0,2.0,3.0,0.0,,,,5.0,3.0,2.0,0.0,5.0,4.0,1.0,96.0,50.0,46.0,14.0,,,,,72.0,26.0,70.0,19.0,7.0,,,,96.0,3.0,93.0,8.0,88.0,16.0,80.0,71.0,38.0,33.0,8.0,,,,,55.0,18.0,53.0,13.0,5.0,,,,71.0,2.0,69.0,8.0,63.0,8.0,63.0,43.0,25.0,18.0,5.0,,,,,33.0,9.0,34.0,7.0,2.0,,,,43.0,1.0,42.0,8.0,35.0,3.0,40.0,'126905104,100 S RANCHWAY,BURLESON,76028,INDEPENDENT
126905105,JOSHUA ISD,PLUM CREEK ELEM,3,4.0,3.0,1.0,1.0,,,,,2.0,3.0,1.0,3.0,,,,,4.0,1.0,3.0,,4.0,3.0,1.0,67.0,31.0,36.0,18.0,,,,,48.0,31.0,36.0,29.0,,,,,67.0,6.0,61.0,,64.0,20.0,47.0,46.0,23.0,23.0,11.0,,,,,34.0,17.0,29.0,16.0,,,,,46.0,1.0,45.0,,43.0,10.0,36.0,26.0,12.0,14.0,6.0,,,,,20.0,10.0,16.0,9.0,,,,,26.0,1.0,25.0,,23.0,5.0,21.0,'126905105,500 PLUM ST,JOSHUA,76058-5725,INDEPENDENT
126905106,JOSHUA ISD,CADDO GROVE ELE,3,23.0,10.0,13.0,10.0,,,,,11.0,19.0,4.0,18.0,1.0,,,,23.0,10.0,13.0,,23.0,23.0,0.0,77.0,38.0,39.0,40.0,,,,,35.0,65.0,12.0,58.0,7.0,,,,77.0,6.0,71.0,,76.0,46.0,31.0,39.0,24.0,15.0,16.0,,,,,22.0,29.0,10.0,26.0,3.0,,,,39.0,4.0,35.0,,38.0,19.0,20.0,14.0,10.0,4.0,5.0,,,,,9.0,8.0,6.0,6.0,2.0,,,,14.0,2.0,12.0,,13.0,5.0,9.0,'126905106,7301 FM 1902,JOSHUA,76058,INDEPENDENT
126906101,KEENE ISD,KEENE ELEM.,3,19.0,6.0,13.0,7.0,,,,4.0,7.0,15.0,4.0,15.0,,,,,19.0,2.0,17.0,,19.0,16.0,3.0,53.0,27.0,26.0,17.0,,,,6.0,27.0,42.0,11.0,40.0,,,,,53.0,4.0,49.0,,50.0,26.0,27.0,28.0,15.0,13.0,8.0,,,,2.0,16.0,18.0,10.0,17.0,,,,,28.0,1.0,27.0,,25.0,10.0,18.0,8.0,7.0,1.0,1.0,,,,0.0,6.0,6.0,2.0,5.0,,,,,8.0,1.0,7.0,,8.0,2.0,6.0,'126906101,300 HWY 67 E,KEENE,76059-0656,INDEPENDENT
126907101,RIO VISTA ISD,RIO VISTA ELEM.,3,19.0,9.0,10.0,5.0,,,,,12.0,13.0,6.0,12.0,1.0,,,,19.0,4.0,15.0,0.0,19.0,10.0,9.0,31.0,18.0,13.0,5.0,,,,,25.0,16.0,15.0,11.0,5.0,,,,31.0,2.0,29.0,8.0,23.0,4.0,27.0,18.0,12.0,6.0,3.0,,,,,15.0,9.0,9.0,6.0,3.0,,,,18.0,1.0,17.0,6.0,12.0,0.0,18.0,8.0,5.0,3.0,2.0,,,,,6.0,3.0,5.0,3.0,0.0,,,,8.0,0.0,8.0,3.0,5.0,0.0,8.0,'126907101,501 S CLEBURNE WHITNEY RD,RIO VISTA,76093-0369,INDEPENDENT
126908101,VENUS ISD,VENUS ELEM.,3,65.0,34.0,31.0,37.0,,,6.0,,19.0,50.0,15.0,5.0,7.0,38.0,,,65.0,12.0,53.0,0.0,65.0,34.0,31.0,95.0,49.0,46.0,51.0,,,2.0,,39.0,61.0,34.0,13.0,7.0,41.0,,,95.0,4.0,91.0,12.0,83.0,31.0,64.0,35.0,20.0,15.0,18.0,,,0.0,,16.0,22.0,13.0,8.0,2.0,12.0,,,35.0,0.0,35.0,6.0,29.0,10.0,25.0,16.0,10.0,6.0,6.0,,,0.0,,10.0,8.0,8.0,4.0,2.0,2.0,,,16.0,0.0,16.0,3.0,13.0,3.0,13.0,'126908101,#20 BULLDOG DR,VENUS,76084-0364,INDEPENDENT
126911042,GODLEY ISD,GODLEY INTERMED,3,40.0,19.0,21.0,13.0,,,,,24.0,30.0,10.0,24.0,6.0,,,,40.0,12.0,28.0,0.0,40.0,38.0,2.0,117.0,66.0,51.0,25.0,,,,,89.0,57.0,60.0,51.0,6.0,,,,117.0,12.0,105.0,12.0,105.0,83.0,34.0,63.0,40.0,23.0,9.0,,,,,52.0,26.0,37.0,22.0,4.0,,,,63.0,3.0,60.0,12.0,51.0,30.0,33.0,38.0,24.0,14.0,2.0,,,,,35.0,13.0,25.0,11.0,2.0,,,,38.0,3.0,35.0,10.0,28.0,12.0,26.0,'126911042,309 N PEARSON,GODLEY,76044,INDEPENDENT
127901101,ANSON ISD,ANSON ELEM.,3,17.0,8.0,9.0,12.0,,,,,5.0,14.0,3.0,12.0,2.0,,,,17.0,2.0,15.0,,17.0,9.0,8.0,35.0,19.0,15.0,15.0,,,,,17.0,23.0,12.0,17.0,6.0,,,,35.0,4.0,31.0,,33.0,13.0,22.0,13.0,5.0,7.0,3.0,,,,,8.0,6.0,7.0,4.0,2.0,,,,13.0,2.0,11.0,,12.0,1.0,12.0,3.0,0.0,3.0,0.0,,,,,2.0,0.0,3.0,0.0,0.0,,,,3.0,0.0,3.0,,2.0,0.0,3.0,'127901101,922 AVE M,ANSON,79501-3214,INDEPENDENT
127903102,HAMLIN ISD,HAMLIN ELEM.,3,9.0,4.0,5.0,6.0,,,,,2.0,7.0,2.0,7.0,,,,,9.0,,8.0,,9.0,1.0,8.0,24.0,12.0,12.0,11.0,,,,,12.0,14.0,10.0,13.0,,,,,24.0,,22.0,,24.0,5.0,19.0,10.0,7.0,3.0,4.0,,,,,6.0,5.0,5.0,5.0,,,,,10.0,,9.0,,10.0,1.0,9.0,5.0,4.0,1.0,3.0,,,,,2.0,3.0,2.0,3.0,,,,,5.0,,5.0,,5.0,0.0,5.0,'127903102,405 N W 5TH ST,HAMLIN,79520-3127,INDEPENDENT
127904101,HAWLEY ISD,HAWLEY ELEM.,3,31.0,13.0,18.0,8.0,,,,,22.0,24.0,7.0,24.0,,,,,31.0,7.0,24.0,0.0,31.0,22.0,9.0,42.0,21.0,21.0,8.0,,,,,33.0,19.0,23.0,16.0,,,,,42.0,3.0,39.0,11.0,31.0,21.0,21.0,17.0,7.0,10.0,2.0,,,,,15.0,6.0,11.0,5.0,,,,,17.0,0.0,17.0,7.0,10.0,3.0,14.0,4.0,2.0,2.0,0.0,,,,,4.0,1.0,3.0,1.0,,,,,4.0,0.0,4.0,2.0,2.0,1.0,3.0,'127904101,420 AVE H,HAWLEY,79525-0059,INDEPENDENT
127905101,LUEDERS-AVOCA I,LUEDERS-AVOCA E,3,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,0.0,7.0,,,,,,,,5.0,6.0,,,,,,,7.0,,7.0,,7.0,,7.0,4.0,,,,,,,,4.0,3.0,,,,,,,4.0,,4.0,,4.0,,4.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,'127905101,334 VANDEVENTER ST,LUEDERS,79533,INDEPENDENT
127906101,STAMFORD ISD,OLIVER ELEM.,3,11.0,4.0,7.0,6.0,,,,,4.0,11.0,0.0,11.0,,,,,11.0,5.0,6.0,,11.0,9.0,2.0,32.0,19.0,13.0,15.0,,,,,14.0,22.0,10.0,20.0,,,,,32.0,0.0,32.0,,32.0,7.0,25.0,18.0,13.0,5.0,7.0,,,,,10.0,9.0,9.0,8.0,,,,,18.0,0.0,18.0,,18.0,2.0,16.0,6.0,5.0,1.0,0.0,,,,,5.0,1.0,5.0,1.0,,,,,6.0,0.0,6.0,,6.0,0.0,6.0,'127906101,400 E OLIVER,STAMFORD,79553-5701,INDEPENDENT
