CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
84908103,HITCHCOCK ISD,STEWART ELEM.,5,34.0,15.0,19.0,14.0,,,12.0,,8.0,29.0,5.0,28.0,1.0,,,,34.0,10.0,24.0,0.0,34.0,33.0,1.0,77.0,40.0,37.0,29.0,,,26.0,,20.0,56.0,21.0,51.0,5.0,,,,77.0,3.0,74.0,12.0,65.0,43.0,34.0,36.0,21.0,15.0,15.0,,,10.0,,9.0,23.0,13.0,21.0,2.0,,,,36.0,0.0,36.0,12.0,24.0,14.0,22.0,16.0,10.0,6.0,9.0,,,2.0,,5.0,11.0,5.0,10.0,1.0,,,,16.0,0.0,16.0,8.0,8.0,5.0,11.0,'084908103,7013 STEWART,HITCHCOCK,77563-3356,INDEPENDENT
84909104,SANTA FE ISD,DAN J. KUBACAK,5,54.0,30.0,24.0,13.0,,,,,39.0,35.0,19.0,31.0,3.0,1.0,,,54.0,10.0,44.0,0.0,54.0,54.0,0.0,283.0,138.0,145.0,71.0,,,,,200.0,133.0,150.0,117.0,12.0,4.0,,,283.0,12.0,271.0,21.0,262.0,189.0,94.0,199.0,99.0,100.0,48.0,,,,,143.0,76.0,123.0,68.0,7.0,1.0,,,199.0,8.0,191.0,20.0,179.0,112.0,87.0,127.0,69.0,58.0,32.0,,,,,88.0,49.0,78.0,44.0,5.0,0.0,,,127.0,5.0,122.0,19.0,108.0,60.0,67.0,'084909104,4131 WARPATH,SANTA FE,77510-0370,INDEPENDENT
84910101,CLEAR CREEK ISD,CLEAR LAKE CITY,5,10.0,6.0,4.0,4.0,,,1.0,,4.0,7.0,3.0,7.0,0.0,,,,10.0,5.0,5.0,0.0,10.0,9.0,1.0,78.0,38.0,40.0,28.0,,,7.0,,34.0,29.0,49.0,23.0,6.0,,,,78.0,6.0,72.0,10.0,68.0,27.0,51.0,60.0,31.0,29.0,21.0,,,4.0,,28.0,19.0,41.0,14.0,5.0,,,,60.0,3.0,57.0,10.0,50.0,12.0,48.0,36.0,17.0,19.0,12.0,,,1.0,,18.0,9.0,27.0,6.0,3.0,,,,36.0,1.0,35.0,10.0,26.0,2.0,34.0,'084910101,1707 FAIRWIND RD,HOUSTON,77062-5499,INDEPENDENT
84910102,CLEAR CREEK ISD,ED H. WHITE ELE,5,8.0,2.0,6.0,4.0,,0.0,0.0,,4.0,4.0,4.0,4.0,,,,,8.0,2.0,6.0,0.0,8.0,8.0,0.0,101.0,54.0,47.0,26.0,,8.0,5.0,,58.0,16.0,85.0,13.0,,,,,101.0,4.0,97.0,23.0,78.0,40.0,61.0,73.0,43.0,30.0,12.0,,8.0,3.0,,46.0,9.0,64.0,8.0,,,,,73.0,1.0,72.0,22.0,51.0,19.0,54.0,48.0,28.0,20.0,8.0,,6.0,1.0,,31.0,6.0,42.0,5.0,,,,,48.0,1.0,47.0,21.0,27.0,10.0,38.0,'084910102,1708 LES TALLEY DR,SEABROOK,77586-5999,INDEPENDENT
84910103,CLEAR CREEK ISD,LEAGUE CITY ELE,5,12.0,7.0,5.0,8.0,,,2.0,,2.0,11.0,1.0,11.0,,,,,12.0,3.0,9.0,1.0,11.0,12.0,0.0,65.0,28.0,37.0,37.0,,,6.0,,18.0,41.0,24.0,37.0,,,,,65.0,8.0,57.0,7.0,58.0,27.0,38.0,40.0,14.0,26.0,22.0,,,5.0,,10.0,23.0,17.0,21.0,,,,,40.0,5.0,35.0,7.0,33.0,13.0,27.0,24.0,10.0,14.0,14.0,,,2.0,,6.0,10.0,14.0,10.0,,,,,24.0,4.0,20.0,7.0,17.0,6.0,18.0,'084910103,709 E WILKINS,LEAGUE CITY,77573-4098,INDEPENDENT
84910104,CLEAR CREEK ISD,JAMES H. ROSS E,5,18.0,12.0,6.0,8.0,,,4.0,,6.0,13.0,5.0,11.0,2.0,,,,18.0,13.0,5.0,0.0,18.0,17.0,1.0,92.0,53.0,39.0,20.0,,,7.0,,56.0,23.0,69.0,18.0,5.0,,,,92.0,3.0,89.0,13.0,79.0,31.0,61.0,62.0,37.0,25.0,11.0,,,1.0,,42.0,12.0,50.0,9.0,3.0,,,,62.0,0.0,62.0,13.0,49.0,7.0,55.0,39.0,24.0,15.0,7.0,,,1.0,,27.0,9.0,30.0,6.0,3.0,,,,39.0,0.0,39.0,11.0,28.0,4.0,35.0,'084910104,2401 W MAIN ST,LEAGUE CITY,77573-3436,INDEPENDENT
84910105,CLEAR CREEK ISD,BAY ELEM.,5,19.0,10.0,9.0,7.0,,,3.0,,8.0,11.0,8.0,11.0,0.0,,,,19.0,5.0,14.0,0.0,19.0,18.0,1.0,113.0,61.0,52.0,17.0,,,5.0,,82.0,36.0,77.0,27.0,9.0,,,,113.0,11.0,102.0,15.0,98.0,53.0,60.0,75.0,41.0,34.0,9.0,,,2.0,,56.0,16.0,59.0,11.0,5.0,,,,75.0,4.0,71.0,15.0,60.0,26.0,49.0,45.0,26.0,19.0,3.0,,,1.0,,39.0,7.0,38.0,5.0,2.0,,,,45.0,3.0,42.0,13.0,32.0,12.0,33.0,'084910105,1502 BAYPORT BLVD,SEABROOK,77568-3525,INDEPENDENT
84910106,CLEAR CREEK ISD,LAVACE STEWART,5,14.0,4.0,10.0,7.0,,,,,5.0,9.0,5.0,9.0,,,,,14.0,5.0,9.0,0.0,14.0,12.0,2.0,75.0,39.0,36.0,29.0,,,,,37.0,19.0,56.0,16.0,,,,,75.0,3.0,72.0,15.0,60.0,26.0,49.0,55.0,30.0,25.0,23.0,,,,,24.0,15.0,40.0,13.0,,,,,55.0,0.0,55.0,15.0,40.0,17.0,38.0,38.0,23.0,15.0,17.0,,,,,15.0,12.0,26.0,10.0,,,,,38.0,0.0,38.0,12.0,26.0,11.0,27.0,'084910106,330 HWY 2094,KEMAH,77565-9801,INDEPENDENT
84910107,CLEAR CREEK ISD,MARGARET S. MCW,5,21.0,11.0,10.0,6.0,,,8.0,,5.0,16.0,5.0,16.0,0.0,,,,21.0,,18.0,0.0,21.0,10.0,11.0,70.0,27.0,43.0,44.0,,,14.0,,8.0,52.0,18.0,46.0,6.0,,,,70.0,,69.0,16.0,54.0,41.0,29.0,41.0,16.0,25.0,29.0,,,4.0,,6.0,27.0,14.0,24.0,3.0,,,,41.0,,41.0,14.0,27.0,26.0,15.0,26.0,9.0,17.0,18.0,,,2.0,,5.0,15.0,11.0,12.0,3.0,,,,26.0,,26.0,12.0,14.0,13.0,13.0,'084910107,300 PENNSYLVANIA,WEBSTER,77598-5146,INDEPENDENT
84910108,CLEAR CREEK ISD,G.H. WHITCOMB E,5,18.0,8.0,10.0,3.0,,3.0,6.0,,5.0,14.0,4.0,14.0,,,,,18.0,3.0,15.0,0.0,18.0,17.0,1.0,68.0,42.0,26.0,19.0,,6.0,13.0,,23.0,39.0,29.0,35.0,,,,,68.0,8.0,60.0,7.0,61.0,37.0,31.0,35.0,21.0,14.0,8.0,,1.0,8.0,,15.0,19.0,16.0,17.0,,,,,35.0,1.0,34.0,7.0,28.0,13.0,22.0,22.0,11.0,11.0,4.0,,1.0,7.0,,9.0,11.0,11.0,9.0,,,,,22.0,0.0,22.0,6.0,16.0,4.0,18.0,'084910108,900 RESEDA DR,HOUSTON,77062-5107,INDEPENDENT
84910110,CLEAR CREEK ISD,P.H. GREENE ELE,5,7.0,3.0,4.0,2.0,,0.0,3.0,,2.0,4.0,3.0,4.0,,,,,7.0,2.0,5.0,0.0,7.0,5.0,2.0,86.0,47.0,39.0,32.0,,10.0,11.0,,26.0,34.0,52.0,31.0,,,,,86.0,7.0,79.0,10.0,76.0,33.0,53.0,63.0,37.0,26.0,22.0,,10.0,5.0,,20.0,17.0,46.0,15.0,,,,,63.0,3.0,60.0,10.0,53.0,17.0,46.0,46.0,29.0,17.0,14.0,,8.0,3.0,,17.0,10.0,36.0,8.0,,,,,46.0,1.0,45.0,10.0,36.0,9.0,37.0,'084910110,2903 FRIENDSWOOD LINK RD,WEBSTER,77598-3015,INDEPENDENT
84910111,CLEAR CREEK ISD,ARMAND BAYOU EL,5,17.0,9.0,8.0,4.0,,0.0,6.0,,4.0,10.0,7.0,9.0,,,,,17.0,4.0,13.0,0.0,17.0,12.0,5.0,66.0,34.0,32.0,19.0,,10.0,6.0,,27.0,19.0,47.0,17.0,,,,,66.0,8.0,58.0,13.0,53.0,25.0,41.0,51.0,27.0,24.0,11.0,,5.0,5.0,,26.0,12.0,39.0,12.0,,,,,51.0,5.0,46.0,13.0,38.0,16.0,35.0,36.0,22.0,14.0,6.0,,5.0,2.0,,20.0,6.0,30.0,6.0,,,,,36.0,2.0,34.0,12.0,24.0,10.0,26.0,'084910111,16000 HICKORY KNOLL DR,HOUSTON,77059-5299,INDEPENDENT
84910112,CLEAR CREEK ISD,C.D. LANDOLT EL,5,13.0,10.0,3.0,6.0,,0.0,4.0,,2.0,7.0,6.0,7.0,0.0,,,,13.0,3.0,10.0,0.0,13.0,12.0,1.0,113.0,43.0,70.0,53.0,,16.0,12.0,,27.0,41.0,72.0,36.0,5.0,,,,113.0,11.0,102.0,21.0,92.0,54.0,59.0,88.0,33.0,55.0,43.0,,13.0,8.0,,21.0,28.0,60.0,26.0,2.0,,,,88.0,4.0,84.0,21.0,67.0,35.0,53.0,62.0,26.0,36.0,30.0,,9.0,6.0,,14.0,18.0,44.0,17.0,1.0,,,,62.0,1.0,61.0,19.0,43.0,22.0,40.0,'084910112,2104 PILGRIMS POINT,FRIENDSWOOD,77546-2329,INDEPENDENT
84910115,CLEAR CREEK ISD,WALTER HALL ELE,5,13.0,4.0,9.0,5.0,,0.0,1.0,,5.0,4.0,9.0,4.0,,,,,13.0,7.0,6.0,0.0,13.0,11.0,2.0,133.0,64.0,69.0,31.0,,10.0,5.0,,79.0,15.0,118.0,12.0,,,,,133.0,13.0,120.0,33.0,100.0,40.0,93.0,95.0,52.0,43.0,17.0,,8.0,5.0,,60.0,10.0,85.0,9.0,,,,,95.0,5.0,90.0,33.0,62.0,18.0,77.0,57.0,31.0,26.0,10.0,,7.0,1.0,,36.0,3.0,54.0,3.0,,,,,57.0,2.0,55.0,28.0,29.0,4.0,53.0,'084910115,5931 MEADOWSIDE,LEAGUE CITY,77573-4511,INDEPENDENT
84910116,CLEAR CREEK ISD,JOHN F. WARD EL,5,13.0,8.0,5.0,6.0,,0.0,5.0,,2.0,8.0,5.0,8.0,,,,,13.0,6.0,7.0,0.0,13.0,12.0,1.0,84.0,39.0,45.0,17.0,,12.0,7.0,,42.0,19.0,65.0,18.0,,,,,84.0,9.0,75.0,17.0,67.0,26.0,58.0,66.0,29.0,37.0,12.0,,11.0,5.0,,33.0,13.0,53.0,12.0,,,,,66.0,6.0,60.0,15.0,51.0,19.0,47.0,48.0,18.0,30.0,7.0,,11.0,3.0,,24.0,10.0,38.0,9.0,,,,,48.0,2.0,46.0,12.0,36.0,12.0,36.0,'084910116,1440 BOULDERCREST DR,HOUSTON,77062-2247,INDEPENDENT
84910117,CLEAR CREEK ISD,LLOYD R. FERGUS,5,14.0,8.0,6.0,3.0,,0.0,2.0,,9.0,5.0,9.0,5.0,,,,,14.0,11.0,3.0,0.0,14.0,11.0,3.0,107.0,62.0,45.0,23.0,,9.0,4.0,,68.0,26.0,81.0,22.0,,,,,107.0,14.0,93.0,28.0,79.0,36.0,71.0,81.0,46.0,35.0,17.0,,8.0,3.0,,51.0,19.0,62.0,16.0,,,,,81.0,7.0,74.0,26.0,55.0,18.0,63.0,54.0,30.0,24.0,8.0,,8.0,1.0,,36.0,11.0,43.0,8.0,,,,,54.0,5.0,49.0,25.0,29.0,9.0,45.0,'084910117,1910 COMPASS ROSE BLVD,LEAGUE CITY,77573-6642,INDEPENDENT
84910118,CLEAR CREEK ISD,BROOKWOOD ELEM.,5,5.0,4.0,1.0,5.0,,0.0,,,0.0,5.0,0.0,5.0,,,,,5.0,0.0,5.0,0.0,5.0,5.0,0.0,98.0,41.0,57.0,33.0,,15.0,,,43.0,29.0,69.0,28.0,,,,,98.0,6.0,92.0,22.0,76.0,39.0,59.0,87.0,36.0,51.0,24.0,,15.0,,,41.0,20.0,67.0,19.0,,,,,87.0,3.0,84.0,22.0,65.0,28.0,59.0,74.0,30.0,44.0,18.0,,15.0,,,34.0,13.0,61.0,12.0,,,,,74.0,2.0,72.0,22.0,52.0,22.0,52.0,'084910118,16850 MIDDLEBROOK DR,HOUSTON,77059-4700,INDEPENDENT
84910119,CLEAR CREEK ISD,WEDGEWOOD ELEM.,5,9.0,5.0,4.0,2.0,,,1.0,,4.0,7.0,2.0,5.0,1.0,,,,9.0,4.0,5.0,0.0,9.0,9.0,0.0,91.0,44.0,47.0,32.0,,,9.0,,41.0,39.0,52.0,29.0,10.0,,,,91.0,4.0,87.0,11.0,80.0,31.0,60.0,62.0,30.0,32.0,17.0,,,4.0,,34.0,22.0,40.0,16.0,6.0,,,,62.0,2.0,60.0,11.0,51.0,12.0,50.0,35.0,18.0,17.0,9.0,,,1.0,,21.0,13.0,22.0,9.0,4.0,,,,35.0,2.0,33.0,10.0,25.0,5.0,30.0,'084910119,4000 FRIENDSWOOD LINK RD,FRIENDSWOOD,77546-4221,INDEPENDENT
84910120,CLEAR CREEK ISD,I.W. AND ELEANO,5,13.0,7.0,6.0,5.0,,,3.0,,5.0,5.0,8.0,5.0,,,,,13.0,8.0,5.0,0.0,13.0,13.0,0.0,104.0,61.0,43.0,22.0,,,4.0,,67.0,33.0,71.0,29.0,,,,,104.0,10.0,94.0,14.0,90.0,38.0,66.0,66.0,40.0,26.0,13.0,,,2.0,,43.0,20.0,46.0,18.0,,,,,66.0,5.0,61.0,14.0,52.0,17.0,49.0,43.0,27.0,16.0,8.0,,,0.0,,29.0,12.0,31.0,10.0,,,,,43.0,3.0,40.0,12.0,31.0,9.0,34.0,'084910120,3700 FM 518 E,LEAGUE CITY,77573-9302,INDEPENDENT
84910121,CLEAR CREEK ISD,NORTH POINTE EL,5,13.0,9.0,4.0,7.0,,1.0,3.0,,2.0,9.0,4.0,8.0,1.0,,,,13.0,5.0,8.0,0.0,13.0,9.0,4.0,111.0,65.0,46.0,24.0,,36.0,9.0,,38.0,37.0,74.0,31.0,6.0,,,,111.0,4.0,107.0,36.0,75.0,53.0,58.0,84.0,48.0,36.0,19.0,,29.0,4.0,,30.0,22.0,62.0,18.0,4.0,,,,84.0,2.0,82.0,36.0,48.0,30.0,54.0,64.0,37.0,27.0,13.0,,24.0,3.0,,22.0,16.0,48.0,14.0,2.0,,,,64.0,2.0,62.0,30.0,34.0,20.0,44.0,'084910121,3200 ALMOND CREEK DR,HOUSTON,77059-3701,INDEPENDENT
84910122,CLEAR CREEK ISD,ART AND PAT GOF,5,13.0,10.0,3.0,2.0,,0.0,5.0,,3.0,7.0,6.0,7.0,,,,,13.0,8.0,5.0,0.0,13.0,10.0,3.0,122.0,66.0,56.0,35.0,,6.0,6.0,,69.0,26.0,96.0,22.0,,,,,122.0,10.0,112.0,19.0,103.0,44.0,78.0,87.0,49.0,38.0,22.0,,5.0,3.0,,53.0,11.0,76.0,9.0,,,,,87.0,2.0,85.0,18.0,69.0,19.0,68.0,63.0,35.0,28.0,16.0,,3.0,2.0,,40.0,5.0,58.0,4.0,,,,,63.0,1.0,62.0,17.0,46.0,10.0,53.0,'084910122,2610 WEBSTER RD,LEAGUE CITY,77573,INDEPENDENT
84910123,CLEAR CREEK ISD,HENRY BAUERSCHL,5,6.0,2.0,4.0,3.0,,0.0,0.0,,2.0,0.0,6.0,0.0,,,,,6.0,3.0,3.0,0.0,6.0,6.0,0.0,155.0,81.0,74.0,32.0,,8.0,11.0,,95.0,11.0,144.0,9.0,,,,,155.0,10.0,145.0,33.0,122.0,46.0,109.0,132.0,69.0,63.0,24.0,,8.0,9.0,,84.0,8.0,124.0,6.0,,,,,132.0,6.0,126.0,33.0,99.0,30.0,102.0,93.0,46.0,47.0,16.0,,7.0,6.0,,57.0,6.0,87.0,4.0,,,,,93.0,3.0,90.0,31.0,62.0,14.0,79.0,'084910123,2051 BRITTANY BAY BLVD,LEAGUE CITY,77573,INDEPENDENT
84910124,CLEAR CREEK ISD,FALCON PASS ELE,5,11.0,6.0,5.0,6.0,,0.0,1.0,,3.0,8.0,3.0,8.0,,,,,11.0,,8.0,0.0,11.0,11.0,0.0,93.0,45.0,48.0,28.0,,12.0,8.0,,40.0,26.0,67.0,22.0,,,,,93.0,,92.0,32.0,61.0,31.0,62.0,69.0,35.0,34.0,14.0,,11.0,4.0,,36.0,13.0,56.0,10.0,,,,,69.0,,69.0,32.0,37.0,16.0,53.0,49.0,24.0,25.0,8.0,,9.0,1.0,,27.0,5.0,44.0,5.0,,,,,49.0,,49.0,29.0,20.0,7.0,42.0,'084910124,2465 FALCON PASS DR,HOUSTON,77062,INDEPENDENT
84910125,CLEAR CREEK ISD,ARLYNE AND ALAN,5,21.0,12.0,9.0,13.0,,2.0,5.0,,0.0,11.0,10.0,10.0,1.0,,,,21.0,7.0,14.0,1.0,20.0,14.0,7.0,130.0,59.0,71.0,50.0,,49.0,9.0,,14.0,53.0,77.0,44.0,9.0,,,,130.0,7.0,123.0,27.0,103.0,40.0,90.0,93.0,46.0,47.0,29.0,,42.0,5.0,,10.0,33.0,60.0,27.0,6.0,,,,93.0,3.0,90.0,27.0,66.0,21.0,72.0,59.0,26.0,33.0,12.0,,34.0,2.0,,6.0,14.0,45.0,12.0,2.0,,,,59.0,2.0,57.0,23.0,36.0,12.0,47.0,'084910125,11955 BLACKHAWK BLVD,HOUSTON,77089,INDEPENDENT
84910126,CLEAR CREEK ISD,G.W. ROBINSON,5,8.0,5.0,3.0,4.0,,0.0,,,3.0,3.0,5.0,3.0,,,,,8.0,5.0,3.0,0.0,8.0,8.0,0.0,82.0,44.0,38.0,19.0,,6.0,,,52.0,14.0,68.0,13.0,,,,,82.0,6.0,76.0,13.0,69.0,23.0,59.0,63.0,32.0,31.0,16.0,,6.0,,,38.0,10.0,53.0,9.0,,,,,63.0,5.0,58.0,13.0,50.0,15.0,48.0,44.0,21.0,23.0,10.0,,6.0,,,25.0,4.0,40.0,3.0,,,,,44.0,5.0,39.0,12.0,32.0,8.0,36.0,'084910126,451 KIRBY,SEABROOK,77586,INDEPENDENT
84910127,CLEAR CREEK ISD,DARWIN L. GILMO,5,13.0,3.0,10.0,6.0,,0.0,0.0,,7.0,2.0,11.0,1.0,1.0,,,,13.0,5.0,8.0,0.0,13.0,11.0,2.0,144.0,72.0,72.0,33.0,,10.0,6.0,,87.0,19.0,125.0,14.0,5.0,,,,144.0,15.0,129.0,29.0,115.0,38.0,106.0,106.0,55.0,51.0,24.0,,9.0,3.0,,62.0,11.0,95.0,7.0,4.0,,,,106.0,6.0,100.0,28.0,78.0,19.0,87.0,69.0,37.0,32.0,12.0,,7.0,3.0,,42.0,7.0,62.0,4.0,3.0,,,,69.0,3.0,66.0,27.0,42.0,5.0,64.0,'084910127,3552 BRITTANY BAY BLVD,LEAGUE CITY,77573,INDEPENDENT
84910128,CLEAR CREEK ISD,RALPH PARR ELEM,5,21.0,12.0,9.0,6.0,,1.0,6.0,,7.0,11.0,9.0,11.0,0.0,,,,20.0,8.0,12.0,0.0,20.0,18.0,2.0,128.0,68.0,60.0,33.0,,13.0,8.0,,68.0,30.0,98.0,24.0,6.0,,,,128.0,4.0,124.0,29.0,99.0,34.0,94.0,99.0,54.0,45.0,22.0,,12.0,6.0,,55.0,15.0,84.0,11.0,4.0,,,,99.0,2.0,97.0,29.0,70.0,15.0,84.0,65.0,33.0,32.0,14.0,,12.0,2.0,,36.0,7.0,58.0,5.0,2.0,,,,65.0,2.0,63.0,29.0,36.0,7.0,58.0,'084910128,1315 HWY 3 S,LEAGUE CITY,77573,INDEPENDENT
84910129,CLEAR CREEK ISD,SANDRA MOSSMAN,5,11.0,4.0,7.0,3.0,,0.0,2.0,,5.0,3.0,8.0,3.0,,,,,11.0,4.0,7.0,0.0,11.0,10.0,1.0,163.0,75.0,88.0,34.0,,8.0,6.0,,108.0,22.0,141.0,20.0,,,,,163.0,10.0,153.0,29.0,134.0,60.0,103.0,107.0,51.0,56.0,14.0,,7.0,5.0,,77.0,10.0,97.0,9.0,,,,,107.0,5.0,102.0,29.0,78.0,22.0,85.0,71.0,36.0,35.0,10.0,,5.0,1.0,,52.0,4.0,67.0,4.0,,,,,71.0,0.0,71.0,25.0,46.0,10.0,61.0,'084910129,4050 VILLAGE WAY,LEAGUE CITY,77573,INDEPENDENT
84911103,FRIENDSWOOD ISD,ZUE S. BALES IN,5,13.0,7.0,6.0,4.0,,0.0,,,6.0,4.0,8.0,3.0,1.0,,,,12.0,10.0,2.0,0.0,12.0,10.0,2.0,202.0,100.0,102.0,47.0,,9.0,,,131.0,38.0,164.0,32.0,6.0,,,,202.0,17.0,185.0,18.0,184.0,47.0,155.0,163.0,83.0,80.0,33.0,,9.0,,,107.0,22.0,141.0,19.0,3.0,,,,163.0,12.0,151.0,18.0,145.0,29.0,134.0,123.0,62.0,61.0,20.0,,9.0,,,81.0,10.0,113.0,9.0,1.0,,,,123.0,9.0,114.0,16.0,107.0,10.0,113.0,'084911103,211 STADIUM LN,FRIENDSWOOD,77546-3645,INDEPENDENT
84911104,FRIENDSWOOD ISD,WINDSONG INTERM,5,2.0,1.0,1.0,0.0,,0.0,0.0,,2.0,1.0,1.0,1.0,,,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,238.0,113.0,125.0,34.0,,25.0,5.0,,164.0,16.0,222.0,14.0,,,,,238.0,26.0,212.0,31.0,207.0,26.0,212.0,222.0,105.0,117.0,30.0,,25.0,3.0,,154.0,13.0,209.0,11.0,,,,,222.0,19.0,203.0,31.0,191.0,15.0,207.0,194.0,91.0,103.0,25.0,,23.0,3.0,,135.0,8.0,186.0,7.0,,,,,194.0,15.0,179.0,31.0,163.0,8.0,186.0,'084911104,2100 W PARKWOOD,FRIENDSWOOD,77546,INDEPENDENT
85902101,POST ISD,POST ELEM.,5,8.0,5.0,3.0,7.0,,,0.0,,1.0,7.0,1.0,7.0,,0.0,,,8.0,6.0,2.0,0.0,8.0,6.0,2.0,53.0,25.0,28.0,31.0,,,5.0,,15.0,37.0,16.0,27.0,,10.0,,,53.0,1.0,52.0,6.0,47.0,4.0,49.0,33.0,17.0,16.0,19.0,,,1.0,,12.0,22.0,11.0,15.0,,7.0,,,33.0,0.0,33.0,6.0,27.0,2.0,31.0,16.0,9.0,7.0,9.0,,,1.0,,5.0,11.0,5.0,8.0,,3.0,,,16.0,0.0,16.0,5.0,11.0,0.0,16.0,'085902101,211 W 8TH ST,POST,79356-3218,INDEPENDENT
85903001,SOUTHLAND ISD,SOUTHLAND SCHOO,5,6.0,3.0,3.0,4.0,,,,,,4.0,,3.0,,,,,6.0,,5.0,,6.0,5.0,,4.0,2.0,2.0,2.0,,,,,,4.0,,2.0,,,,,4.0,,4.0,,4.0,2.0,,1.0,0.0,1.0,0.0,,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,'085903001,190 EIGHTH ST,SOUTHLAND,79364-9549,INDEPENDENT
86901102,FREDERICKSBURG,FREDERICKSBURG,5,44.0,23.0,21.0,34.0,,,,,10.0,40.0,4.0,36.0,4.0,,,,44.0,17.0,27.0,0.0,44.0,39.0,5.0,173.0,95.0,78.0,94.0,,,,,76.0,100.0,73.0,76.0,24.0,,,,171.0,12.0,161.0,22.0,151.0,70.0,103.0,111.0,59.0,52.0,50.0,,,,,60.0,50.0,61.0,36.0,14.0,,,,109.0,6.0,105.0,22.0,89.0,24.0,87.0,62.0,36.0,26.0,25.0,,,,,36.0,21.0,41.0,13.0,8.0,,,,61.0,3.0,59.0,19.0,43.0,9.0,53.0,'086901102,1608 N ADAMS,FREDERICKSBURG,78624-6792,INDEPENDENT
86901103,FREDERICKSBURG,STONEWALL ELEM.,5,0.0,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,9.0,5.0,,,,,,,5.0,,5.0,,,,,,9.0,,9.0,,9.0,,6.0,8.0,5.0,,,,,,,5.0,,5.0,,,,,,8.0,,8.0,,8.0,,5.0,5.0,2.0,,,,,,,4.0,,4.0,,,,,,5.0,,5.0,,5.0,,3.0,'086901103,220 PEACH ST,STONEWALL,78671,INDEPENDENT
86902041,HARPER ISD,HARPER M.S.,5,6.0,3.0,3.0,,,,,,4.0,5.0,1.0,5.0,,,,,6.0,,4.0,,6.0,5.0,1.0,40.0,16.0,24.0,,,,,,38.0,15.0,25.0,14.0,,,,,40.0,,40.0,,39.0,5.0,35.0,26.0,12.0,14.0,,,,,,25.0,9.0,17.0,9.0,,,,,26.0,,26.0,,25.0,3.0,23.0,16.0,6.0,10.0,,,,,,15.0,5.0,11.0,5.0,,,,,16.0,,16.0,,16.0,1.0,15.0,'086902041,23122 W HWY 290,HARPER,78631,INDEPENDENT
